# theta, gammat_err
2.805046135754705627e+00 6.446269662040286276e-05
3.531343861556119457e+00 4.869355967940034157e-05
4.445698525095699516e+00 4.115462757571256773e-05
5.596802846418014177e+00 3.067573207970608081e-05
7.045957328156546851e+00 2.500041742236450734e-05
8.870334730832327708e+00 2.316233436722965009e-05
1.116708980376357552e+01 1.839298593889055047e-05
1.405853312974346814e+01 1.444770981382394504e-05
1.769864460958168095e+01 1.141592486026119385e-05
2.228127345331300901e+01 1.079441885976210122e-05
2.805046135750647807e+01 8.526914873570085892e-06
3.531343861551010122e+01 7.410621440477404382e-06
4.445698525089266440e+01 7.025506763274873182e-06
5.596802846409915588e+01 6.614605560502713210e-06
7.045957328146349141e+01 5.923301135477877449e-06
8.870334730819496372e+01 6.578269657130962010e-06
1.116708980374742026e+02 5.298465907116967057e-06
1.405853312972313063e+02 4.967132571704697470e-06
1.769864460955607228e+02 4.824629866409605719e-06
2.228127345328078661e+02 4.735100288438673256e-06
2.805046135746590039e+02 5.018288641694697955e-06
3.531343861545901746e+02 4.612526183746377582e-06
4.445698525082834749e+02 3.532565397770025806e-06
5.596802846401818670e+02 3.258486628046623659e-06
7.045957328136156548e+02 2.665074494658533518e-06
8.870334730806664538e+02 2.671607361475161649e-06
