# theta, gammat_err
2.805046135754705627e+00 5.437622009230995987e-05
3.531343861556119457e+00 4.572337534588331035e-05
4.445698525095699516e+00 3.456407392286937517e-05
5.596802846418014177e+00 3.024441630012032940e-05
7.045957328156546851e+00 2.257286298644962849e-05
8.870334730832327708e+00 1.990614351831198635e-05
1.116708980376357552e+01 1.509435697894789875e-05
1.405853312974346814e+01 1.108347690664034053e-05
1.769864460958168095e+01 1.084913432376560695e-05
2.228127345331300901e+01 9.543629417489433290e-06
2.805046135750647807e+01 8.143898043779702154e-06
3.531343861551010122e+01 7.123297058261840087e-06
4.445698525089266440e+01 6.384830656365444400e-06
5.596802846409915588e+01 5.493204941845722810e-06
7.045957328146349141e+01 5.452155287197612981e-06
8.870334730819496372e+01 5.393737698320052964e-06
1.116708980374742026e+02 5.071892910256931772e-06
1.405853312972313063e+02 5.218902028744580360e-06
1.769864460955607228e+02 5.015428043212374513e-06
2.228127345328078661e+02 5.018153405418135210e-06
2.805046135746590039e+02 4.645469408583432717e-06
3.531343861545901746e+02 3.780975186379858145e-06
4.445698525082834749e+02 3.598799231226172648e-06
5.596802846401818670e+02 3.162157191757010089e-06
7.045957328136156548e+02 2.346148499727609490e-06
8.870334730806664538e+02 2.177678689799761744e-06
