# theta, gammat_err
2.805046135754705627e+00 4.787990923248389982e-05
3.531343861556119457e+00 3.908056067889778518e-05
4.445698525095699516e+00 2.971302130654059585e-05
5.596802846418014177e+00 2.539867715076081086e-05
7.045957328156546851e+00 2.002712649698375216e-05
8.870334730832327708e+00 1.820202114449919294e-05
1.116708980376357552e+01 1.405992423302235826e-05
1.405853312974346814e+01 1.213797382542750420e-05
1.769864460958168095e+01 1.020859658365992757e-05
2.228127345331300901e+01 8.715151068847122693e-06
2.805046135750647807e+01 8.120858406680159550e-06
3.531343861551010122e+01 6.786143016609650586e-06
4.445698525089266440e+01 6.293819794353910913e-06
5.596802846409915588e+01 6.057063581496192664e-06
7.045957328146349141e+01 5.122004557087892962e-06
8.870334730819496372e+01 4.563910242863494325e-06
1.116708980374742026e+02 4.411641235023387436e-06
1.405853312972313063e+02 4.085904657934688554e-06
1.769864460955607228e+02 3.780095557126902374e-06
2.228127345328078661e+02 3.826956931313272273e-06
2.805046135746590039e+02 3.308033235595910858e-06
3.531343861545901746e+02 2.953447213817053508e-06
4.445698525082834749e+02 2.793191401862455127e-06
5.596802846401818670e+02 2.207011368842530914e-06
7.045957328136156548e+02 2.051108526539275333e-06
8.870334730806664538e+02 1.756849637595076239e-06
