# theta, gammat_err
2.805046135754705627e+00 5.985857765307548751e-05
3.531343861556119457e+00 4.783461758762595371e-05
4.445698525095699516e+00 3.738478605813921998e-05
5.596802846418014177e+00 3.215246465065656694e-05
7.045957328156546851e+00 2.308932873946335023e-05
8.870334730832327708e+00 1.848158146653943262e-05
1.116708980376357552e+01 1.775682931517928099e-05
1.405853312974346814e+01 1.178441560183298696e-05
1.769864460958168095e+01 1.047028040217791355e-05
2.228127345331300901e+01 9.162779046627461866e-06
2.805046135750647807e+01 7.934814870375786778e-06
3.531343861551010122e+01 6.568122296134672566e-06
4.445698525089266440e+01 6.002953066615793543e-06
5.596802846409915588e+01 5.883706866951850961e-06
7.045957328146349141e+01 5.377855128885809762e-06
8.870334730819496372e+01 4.902749299006727860e-06
1.116708980374742026e+02 4.348338951137027794e-06
1.405853312972313063e+02 4.078113901192961196e-06
1.769864460955607228e+02 3.441003760348210846e-06
2.228127345328078661e+02 3.631648329422968832e-06
2.805046135746590039e+02 3.373592167201646617e-06
3.531343861545901746e+02 2.975334357347123979e-06
4.445698525082834749e+02 2.392702023114378046e-06
5.596802846401818670e+02 2.056533601329361501e-06
7.045957328136156548e+02 2.052849167315654251e-06
8.870334730806664538e+02 1.848078696238254854e-06
