# theta, gammat_err
2.805046135754705627e+00 4.953298850611609979e-05
3.531343861556119457e+00 4.638238959057842324e-05
4.445698525095699516e+00 3.521793639086382669e-05
5.596802846418014177e+00 2.962937754850851273e-05
7.045957328156546851e+00 2.365120751487479167e-05
8.870334730832327708e+00 1.803496940977943676e-05
1.116708980376357552e+01 1.770331433473884406e-05
1.405853312974346814e+01 1.319521090286361896e-05
1.769864460958168095e+01 1.199517379362252354e-05
2.228127345331300901e+01 9.902032525698777990e-06
2.805046135750647807e+01 9.537941920534156133e-06
3.531343861551010122e+01 7.533117947832217405e-06
4.445698525089266440e+01 6.762700472042738402e-06
5.596802846409915588e+01 6.566107826828245677e-06
7.045957328146349141e+01 6.244298750613272602e-06
8.870334730819496372e+01 5.754143138060005602e-06
1.116708980374742026e+02 5.585282610503585586e-06
1.405853312972313063e+02 5.270139087502588446e-06
1.769864460955607228e+02 5.202799537450840793e-06
2.228127345328078661e+02 5.788482400613568895e-06
2.805046135746590039e+02 5.404608468830361335e-06
3.531343861545901746e+02 4.567956714332870853e-06
4.445698525082834749e+02 3.989087519478187151e-06
5.596802846401818670e+02 3.487910521348745527e-06
7.045957328136156548e+02 3.267220676216127094e-06
8.870334730806664538e+02 3.073722614127500035e-06
