# theta, gammat_err
2.805046135754705627e+00 6.287790506246095849e-05
3.531343861556119457e+00 5.189122623830952125e-05
4.445698525095699516e+00 4.049607998880075946e-05
5.596802846418014177e+00 3.501859692648735448e-05
7.045957328156546851e+00 2.470734414138433749e-05
8.870334730832327708e+00 2.174422760670846819e-05
1.116708980376357552e+01 1.686657550435866391e-05
1.405853312974346814e+01 1.552665664846617920e-05
1.769864460958168095e+01 1.202169569300300270e-05
2.228127345331300901e+01 1.092634819520416238e-05
2.805046135750647807e+01 9.033160618445564154e-06
3.531343861551010122e+01 8.005561748938176870e-06
4.445698525089266440e+01 6.549040392509802328e-06
5.596802846409915588e+01 6.244016381313703607e-06
7.045957328146349141e+01 5.950268950217024069e-06
8.870334730819496372e+01 5.497623001845679810e-06
1.116708980374742026e+02 5.293848032335924579e-06
1.405853312972313063e+02 4.948522354694374442e-06
1.769864460955607228e+02 4.964175086878391260e-06
2.228127345328078661e+02 4.808125437910367738e-06
2.805046135746590039e+02 4.851320080006611548e-06
3.531343861545901746e+02 3.936863235036231085e-06
4.445698525082834749e+02 3.624477829882623287e-06
5.596802846401818670e+02 3.078922745697476253e-06
7.045957328136156548e+02 2.254537594021202900e-06
8.870334730806664538e+02 2.220255067065536954e-06
