# theta, gammat_err
2.805046135754705627e+00 6.773187825402075693e-05
3.531343861556119457e+00 5.491547160600402359e-05
4.445698525095699516e+00 4.513142620114192976e-05
5.596802846418014177e+00 4.175434635314454964e-05
7.045957328156546851e+00 3.204984930828300800e-05
8.870334730832327708e+00 2.838790164352599630e-05
1.116708980376357552e+01 2.019515641064531910e-05
1.405853312974346814e+01 1.843710948873100865e-05
1.769864460958168095e+01 1.453541865747102487e-05
2.228127345331300901e+01 1.233030576697020200e-05
2.805046135750647807e+01 1.221661820639500220e-05
3.531343861551010122e+01 1.117092191513309263e-05
4.445698525089266440e+01 1.030058139783199755e-05
5.596802846409915588e+01 9.863519768028483403e-06
7.045957328146349141e+01 8.475307968481006382e-06
8.870334730819496372e+01 8.898609809689058049e-06
1.116708980374742026e+02 8.014600144931465178e-06
1.405853312972313063e+02 8.198327218334137747e-06
1.769864460955607228e+02 7.787759342406781965e-06
2.228127345328078661e+02 6.758597947520851823e-06
2.805046135746590039e+02 7.833302115772343462e-06
3.531343861545901746e+02 8.193969632398911629e-06
4.445698525082834749e+02 6.399067609401668941e-06
5.596802846401818670e+02 5.054321260168576156e-06
7.045957328136156548e+02 4.573242616987578697e-06
8.870334730806664538e+02 4.109334768787401513e-06
