# theta, gammat_err
2.805046135754705627e+00 5.886698829965443698e-05
3.531343861556119457e+00 4.616707535753379843e-05
4.445698525095699516e+00 3.874492967923814121e-05
5.596802846418014177e+00 3.094246492466886891e-05
7.045957328156546851e+00 2.463457010916848702e-05
8.870334730832327708e+00 2.054277433244175110e-05
1.116708980376357552e+01 1.493328310228497972e-05
1.405853312974346814e+01 1.329170683706429771e-05
1.769864460958168095e+01 1.124112271896216365e-05
2.228127345331300901e+01 9.420494358291402122e-06
2.805046135750647807e+01 8.104390115813148770e-06
3.531343861551010122e+01 8.084685367586852203e-06
4.445698525089266440e+01 6.980467714767745479e-06
5.596802846409915588e+01 6.064091573704980356e-06
7.045957328146349141e+01 5.850386259953193440e-06
8.870334730819496372e+01 5.578397852413086183e-06
1.116708980374742026e+02 5.428972824957345140e-06
1.405853312972313063e+02 5.430748443345629271e-06
1.769864460955607228e+02 5.041527669041410834e-06
2.228127345328078661e+02 4.522243780769491820e-06
2.805046135746590039e+02 4.843542282710229654e-06
3.531343861545901746e+02 3.995637831134523262e-06
4.445698525082834749e+02 3.870946601980317422e-06
5.596802846401818670e+02 2.915005739625913517e-06
7.045957328136156548e+02 2.851237126221924442e-06
8.870334730806664538e+02 2.424363203706684310e-06
