# theta, boost
2.805046135754908576e+00 9.967186392845860388e-01
3.531343861556885511e+00 9.979398713805015531e-01
4.445698525097306231e+00 9.983350762634596309e-01
5.596802846420849242e+00 9.985523343565579912e-01
7.045957328161134292e+00 9.991552018372213961e-01
8.870334730839386950e+00 9.991926377818514116e-01
1.116708980377407912e+01 9.993640873636523425e-01
1.405853312975872704e+01 9.993456388375437927e-01
1.769864460960344488e+01 9.995555182800083260e-01
2.228127345334363341e+01 9.997178120862243444e-01
2.805046135754907866e+01 9.997429987142448793e-01
3.531343861556884889e+01 9.997150744814424783e-01
4.445698525097307652e+01 9.996216251763674343e-01
5.596802846420851552e+01 9.996411835088918618e-01
7.045957328161131272e+01 9.996655198590314040e-01
8.870334730839388726e+01 9.995551504749309313e-01
1.116708980377407130e+02 9.995871619823285537e-01
1.405853312975872882e+02 9.998225755229934730e-01
1.769864460960343422e+02 1.000345379870067664e+00
2.228127345334363838e+02 1.000782390208872830e+00
2.805046135754906231e+02 1.001132656766977158e+00
3.531343861556885599e+02 1.001010019552067476e+00
4.445698525097302536e+02 1.000548581335277021e+00
5.596802846420847573e+02 9.997756641867299177e-01
7.045957328161139230e+02 9.992240786671098274e-01
8.870334730839383610e+02 9.998422176287885543e-01
