# theta, boost
2.805046135754908576e+00 1.004508901685677857e+00
3.531343861556885511e+00 1.003634385977041354e+00
4.445698525097306231e+00 1.003203033692349866e+00
5.596802846420849242e+00 1.002415967080906301e+00
7.045957328161134292e+00 1.001929514376458163e+00
8.870334730839386950e+00 1.001370301701164589e+00
1.116708980377407912e+01 1.001230028550428974e+00
1.405853312975872704e+01 1.000832478859124741e+00
1.769864460960344488e+01 1.000476191120011737e+00
2.228127345334363341e+01 1.000319057181257243e+00
2.805046135754907866e+01 1.000097019311148472e+00
3.531343861556884889e+01 1.000087656311207773e+00
4.445698525097307652e+01 1.000190544943846849e+00
5.596802846420851552e+01 1.000154281631878472e+00
7.045957328161131272e+01 1.000355472904435494e+00
8.870334730839388726e+01 1.000264844434974654e+00
1.116708980377407130e+02 1.000183855413967038e+00
1.405853312975872882e+02 1.000398893723612570e+00
1.769864460960343422e+02 1.000418971304401827e+00
2.228127345334363838e+02 1.000285961294063997e+00
2.805046135754906231e+02 1.000349513297091208e+00
3.531343861556885599e+02 1.000192926171843188e+00
4.445698525097302536e+02 1.000184300549924021e+00
5.596802846420847573e+02 1.000015010716328590e+00
7.045957328161139230e+02 9.997815713038316066e-01
8.870334730839383610e+02 1.000126621134491023e+00
