# theta, boost
2.805046135754908576e+00 1.067182788292957873e+00
3.531343861556885511e+00 1.055732233293730005e+00
4.445698525097306231e+00 1.046812550904311134e+00
5.596802846420849242e+00 1.039866690652182069e+00
7.045957328161134292e+00 1.033848527051020039e+00
8.870334730839386950e+00 1.028510523944924371e+00
1.116708980377407912e+01 1.024256347562628733e+00
1.405853312975872704e+01 1.020232171098577556e+00
1.769864460960344488e+01 1.016636102354196325e+00
2.228127345334363341e+01 1.013692048396920509e+00
2.805046135754907866e+01 1.011037637704242931e+00
3.531343861556884889e+01 1.008544740681011742e+00
4.445698525097307652e+01 1.006420826068513685e+00
5.596802846420851552e+01 1.004658746863329899e+00
7.045957328161131272e+01 1.003098327155886871e+00
8.870334730839388726e+01 1.001754565816337816e+00
1.116708980377407130e+02 1.000557859676388883e+00
1.405853312975872882e+02 9.998589326066457117e-01
1.769864460960343422e+02 9.994786164463366207e-01
2.228127345334363838e+02 9.993045607386615847e-01
2.805046135754906231e+02 9.993128990733236572e-01
3.531343861556885599e+02 9.992998867175355571e-01
4.445698525097302536e+02 9.996695150646723871e-01
5.596802846420847573e+02 9.996416813258222067e-01
7.045957328161139230e+02 9.997454143595958520e-01
8.870334730839383610e+02 1.000080561658612144e+00
