# theta, boost
2.805046135754908576e+00 9.979373399980409065e-01
3.531343861556885511e+00 9.984124885978666875e-01
4.445698525097306231e+00 9.987663977831229278e-01
5.596802846420849242e+00 9.989909604867700521e-01
7.045957328161134292e+00 9.990975689593185605e-01
8.870334730839386950e+00 9.991476624629552772e-01
1.116708980377407912e+01 9.991884871754376229e-01
1.405853312975872704e+01 9.992566518464750525e-01
1.769864460960344488e+01 9.991712277948416876e-01
2.228127345334363341e+01 9.993316922302403205e-01
2.805046135754907866e+01 9.994776440200786594e-01
3.531343861556884889e+01 9.995151058585435289e-01
4.445698525097307652e+01 9.995729509495259180e-01
5.596802846420851552e+01 9.994372578932017026e-01
7.045957328161131272e+01 9.992247580821176367e-01
8.870334730839388726e+01 9.989146929957900545e-01
1.116708980377407130e+02 9.985609739046416022e-01
1.405853312975872882e+02 9.985780116183369248e-01
1.769864460960343422e+02 9.988529423589551648e-01
2.228127345334363838e+02 9.991479686568440766e-01
2.805046135754906231e+02 9.994529526504635220e-01
3.531343861556885599e+02 9.996303899838264728e-01
4.445698525097302536e+02 1.000003099267571693e+00
5.596802846420847573e+02 9.999435282924840074e-01
7.045957328161139230e+02 9.998818475536896955e-01
8.870334730839383610e+02 9.999285391019951952e-01
