# theta, boost
2.805046135754908576e+00 1.002303050006381424e+00
3.531343861556885511e+00 1.001892534710228544e+00
4.445698525097306231e+00 1.001548671162346471e+00
5.596802846420849242e+00 1.001295772278488982e+00
7.045957328161134292e+00 1.001311822744102242e+00
8.870334730839386950e+00 1.001048465984132552e+00
1.116708980377407912e+01 1.001037909481342414e+00
1.405853312975872704e+01 1.000854027745657238e+00
1.769864460960344488e+01 1.000677723494643567e+00
2.228127345334363341e+01 1.000409259650158367e+00
2.805046135754907866e+01 1.000272939921151183e+00
3.531343861556884889e+01 1.000199657617017124e+00
4.445698525097307652e+01 1.000006059577652540e+00
5.596802846420851552e+01 9.997593047756351270e-01
7.045957328161131272e+01 9.998001082215164370e-01
8.870334730839388726e+01 9.998696098405249755e-01
1.116708980377407130e+02 9.999749694185229298e-01
1.405853312975872882e+02 1.000012664262051709e+00
1.769864460960343422e+02 1.000081292426119539e+00
2.228127345334363838e+02 1.000252222026261961e+00
2.805046135754906231e+02 1.000226206695948195e+00
3.531343861556885599e+02 1.000133010474833162e+00
4.445698525097302536e+02 1.000021419347181029e+00
5.596802846420847573e+02 9.994913040749869859e-01
7.045957328161139230e+02 9.991949590587632102e-01
8.870334730839383610e+02 9.991503592558926838e-01
