# theta, boost
2.805046135754908576e+00 1.077962270889681662e+00
3.531343861556885511e+00 1.065179394922444178e+00
4.445698525097306231e+00 1.054284135938857947e+00
5.596802846420849242e+00 1.045352740210303999e+00
7.045957328161134292e+00 1.038128430044151562e+00
8.870334730839386950e+00 1.032183467926462983e+00
1.116708980377407912e+01 1.027376045276607197e+00
1.405853312975872704e+01 1.023226611270343867e+00
1.769864460960344488e+01 1.019798679486464188e+00
2.228127345334363341e+01 1.016547000668493350e+00
2.805046135754907866e+01 1.013588959398992406e+00
3.531343861556884889e+01 1.011047430110177947e+00
4.445698525097307652e+01 1.008779161955994930e+00
5.596802846420851552e+01 1.006995325805822183e+00
7.045957328161131272e+01 1.005313888119950372e+00
8.870334730839388726e+01 1.003862468575273059e+00
1.116708980377407130e+02 1.002730979603122297e+00
1.405853312975872882e+02 1.001829507084489812e+00
1.769864460960343422e+02 1.001490652583249208e+00
2.228127345334363838e+02 1.001197641229028434e+00
2.805046135754906231e+02 1.001063275848858902e+00
3.531343861556885599e+02 1.000912337629369153e+00
4.445698525097302536e+02 1.000444798698149507e+00
5.596802846420847573e+02 9.995763384996106948e-01
7.045957328161139230e+02 9.992400703892877489e-01
8.870334730839383610e+02 9.997824538283249796e-01
