# theta, boost
2.805046135754908576e+00 1.026923244885050046e+00
3.531343861556885511e+00 1.022815729043805577e+00
4.445698525097306231e+00 1.019686485649763608e+00
5.596802846420849242e+00 1.016814931693072355e+00
7.045957328161134292e+00 1.014506203575649135e+00
8.870334730839386950e+00 1.012008048995646670e+00
1.116708980377407912e+01 1.009753787001842040e+00
1.405853312975872704e+01 1.007870412044158837e+00
1.769864460960344488e+01 1.006097357460301378e+00
2.228127345334363341e+01 1.004554869891767455e+00
2.805046135754907866e+01 1.003275069679253173e+00
3.531343861556884889e+01 1.002355754823253564e+00
4.445698525097307652e+01 1.001543981207360101e+00
5.596802846420851552e+01 1.000743208869597112e+00
7.045957328161131272e+01 1.000313696075250114e+00
8.870334730839388726e+01 1.000198945547060347e+00
1.116708980377407130e+02 1.000102619623565836e+00
1.405853312975872882e+02 1.000102379399115060e+00
1.769864460960343422e+02 1.000062652128631768e+00
2.228127345334363838e+02 1.000155600031954917e+00
2.805046135754906231e+02 1.000049431936073319e+00
3.531343861556885599e+02 9.999063280344299143e-01
4.445698525097302536e+02 9.997497359194997824e-01
5.596802846420847573e+02 9.995357884331340648e-01
7.045957328161139230e+02 9.992487351014157637e-01
8.870334730839383610e+02 9.991770574187698317e-01
