# theta, boost
2.805046135754908576e+00 1.002891135594961902e+00
3.531343861556885511e+00 1.002475058420491560e+00
4.445698525097306231e+00 1.002255461463084973e+00
5.596802846420849242e+00 1.001982939662184435e+00
7.045957328161134292e+00 1.001647116750913558e+00
8.870334730839386950e+00 1.001294549948052115e+00
1.116708980377407912e+01 1.001090606662808913e+00
1.405853312975872704e+01 1.001009113001596562e+00
1.769864460960344488e+01 1.000787171908181339e+00
2.228127345334363341e+01 1.000667127758550601e+00
2.805046135754907866e+01 1.000532569317427178e+00
3.531343861556884889e+01 1.000427290210678777e+00
4.445698525097307652e+01 1.000270025836368593e+00
5.596802846420851552e+01 1.000107523966617507e+00
7.045957328161131272e+01 1.000181461231391511e+00
8.870334730839388726e+01 1.000109496244814711e+00
1.116708980377407130e+02 9.998846579370119780e-01
1.405853312975872882e+02 9.999156460980148653e-01
1.769864460960343422e+02 9.997983643978770596e-01
2.228127345334363838e+02 9.998724301999122321e-01
2.805046135754906231e+02 9.999342301386853205e-01
3.531343861556885599e+02 9.996687266187768151e-01
4.445698525097302536e+02 9.994082038854510408e-01
5.596802846420847573e+02 9.990782230244218409e-01
7.045957328161139230e+02 9.989327276605524109e-01
8.870334730839383610e+02 9.993284631765070314e-01
