# theta, boost
2.805046135754908576e+00 1.054389241891787288e+00
3.531343861556885511e+00 1.046456805950470637e+00
4.445698525097306231e+00 1.039961865353550285e+00
5.596802846420849242e+00 1.034433925014120348e+00
7.045957328161134292e+00 1.029348734242959917e+00
8.870334730839386950e+00 1.025091759263538238e+00
1.116708980377407912e+01 1.021227386174048402e+00
1.405853312975872704e+01 1.017636947042725115e+00
1.769864460960344488e+01 1.014541946937257411e+00
2.228127345334363341e+01 1.011796680716830821e+00
2.805046135754907866e+01 1.009379601041417995e+00
3.531343861556884889e+01 1.007313230864737452e+00
4.445698525097307652e+01 1.005577491252454214e+00
5.596802846420851552e+01 1.004090597997276069e+00
7.045957328161131272e+01 1.003011645438369293e+00
8.870334730839388726e+01 1.002165463208906315e+00
1.116708980377407130e+02 1.001583515610485087e+00
1.405853312975872882e+02 1.001492292395040229e+00
1.769864460960343422e+02 1.001448377416082502e+00
2.228127345334363838e+02 1.001624152409532620e+00
2.805046135754906231e+02 1.001640764486494417e+00
3.531343861556885599e+02 1.001686965129067630e+00
4.445698525097302536e+02 1.001283369264741596e+00
5.596802846420847573e+02 1.000307172657535215e+00
7.045957328161139230e+02 1.000272624229533225e+00
8.870334730839383610e+02 1.000597749771887202e+00
