# theta, boost
2.805046135754908576e+00 1.040399552824437190e+00
3.531343861556885511e+00 1.033185137521756669e+00
4.445698525097306231e+00 1.026821446040370178e+00
5.596802846420849242e+00 1.021893475857306388e+00
7.045957328161134292e+00 1.017856682344895791e+00
8.870334730839386950e+00 1.014490974379198107e+00
1.116708980377407912e+01 1.011860752863318558e+00
1.405853312975872704e+01 1.009995888816240139e+00
1.769864460960344488e+01 1.008330421668349741e+00
2.228127345334363341e+01 1.006843913998112683e+00
2.805046135754907866e+01 1.005574073692756754e+00
3.531343861556884889e+01 1.004273673975224046e+00
4.445698525097307652e+01 1.003286904392137524e+00
5.596802846420851552e+01 1.002618632806319576e+00
7.045957328161131272e+01 1.001942892549154029e+00
8.870334730839388726e+01 1.001369968756773421e+00
1.116708980377407130e+02 1.000914468160464699e+00
1.405853312975872882e+02 1.000644091702855176e+00
1.769864460960343422e+02 1.000792684536313093e+00
2.228127345334363838e+02 1.000853080527804861e+00
2.805046135754906231e+02 1.000866450863506341e+00
3.531343861556885599e+02 1.000786251231338353e+00
4.445698525097302536e+02 1.000481343144117075e+00
5.596802846420847573e+02 9.996650960751159998e-01
7.045957328161139230e+02 9.993223017719456980e-01
8.870334730839383610e+02 9.999305901273161101e-01
