# theta, boost
2.805046135754908576e+00 1.002215350024525664e+00
3.531343861556885511e+00 1.001769072113047443e+00
4.445698525097306231e+00 1.001182982630599128e+00
5.596802846420849242e+00 1.001019895553246331e+00
7.045957328161134292e+00 1.000605201194026073e+00
8.870334730839386950e+00 1.000323569326692752e+00
1.116708980377407912e+01 1.000091251736890285e+00
1.405853312975872704e+01 1.000137903886589408e+00
1.769864460960344488e+01 9.999981134545723460e-01
2.228127345334363341e+01 9.999412727871600515e-01
2.805046135754907866e+01 9.997768264880386724e-01
3.531343861556884889e+01 9.996770266656034298e-01
4.445698525097307652e+01 9.996595260933690552e-01
5.596802846420851552e+01 9.996066075599308043e-01
7.045957328161131272e+01 9.997349583646445437e-01
8.870334730839388726e+01 9.997125172365861623e-01
1.116708980377407130e+02 9.995664056703464917e-01
1.405853312975872882e+02 9.996389986717744147e-01
1.769864460960343422e+02 9.995909371731542814e-01
2.228127345334363838e+02 9.996024189984316077e-01
2.805046135754906231e+02 9.996110063443758298e-01
3.531343861556885599e+02 9.995161609828792093e-01
4.445698525097302536e+02 9.994499559497327379e-01
5.596802846420847573e+02 9.990593611629350335e-01
7.045957328161139230e+02 9.990108034632771972e-01
8.870334730839383610e+02 9.993596014437353681e-01
