# theta, gamma_t
2.805046135754705627e+00 -1.122996480848094476e-05
3.531343861556119457e+00 -1.480633125285024181e-05
4.445698525095699516e+00 -1.787927697298614114e-05
5.596802846418014177e+00 -4.204941327662684546e-06
7.045957328156546851e+00 -2.365508582210469108e-06
8.870334730832327708e+00 -9.437270821033408224e-07
1.116708980376357552e+01 -3.365231126646746104e-06
1.405853312974346814e+01 -3.709318103895214642e-06
1.769864460958168095e+01 -4.103894561502697820e-06
2.228127345331300901e+01 -6.651429509211911301e-06
2.805046135750647807e+01 -4.334058081030333540e-06
3.531343861551010122e+01 -4.089237786907224184e-06
4.445698525089266440e+01 -2.756942426470252127e-06
5.596802846409915588e+01 -4.163975127945266269e-06
7.045957328146349141e+01 -6.534309277893017455e-06
8.870334730819496372e+01 -4.531387578657489819e-06
1.116708980374742026e+02 -1.461302169100953009e-06
1.405853312972313063e+02 -1.262562398754082901e-06
1.769864460955607228e+02 -5.108592902696882354e-06
2.228127345328078661e+02 -3.660386468740573368e-06
2.805046135746590039e+02 -2.519955399946118127e-06
3.531343861545901746e+02 3.348923506975316682e-06
4.445698525082834749e+02 5.351868495505690653e-06
5.596802846401818670e+02 6.351440114494280477e-06
7.045957328136156548e+02 4.834964182097430138e-06
8.870334730806664538e+02 6.267186511110606186e-06
