# theta, gamma_t
2.805046135754705627e+00 -1.460054487346430773e-05
3.531343861556119457e+00 -1.530266579551328899e-05
4.445698525095699516e+00 -2.990600081784236870e-06
5.596802846418014177e+00 -7.969905683258823721e-06
7.045957328156546851e+00 -1.582398922094394399e-06
8.870334730832327708e+00 -6.208716132880938852e-06
1.116708980376357552e+01 -8.594656522616652371e-06
1.405853312974346814e+01 -9.745050281184286888e-06
1.769864460958168095e+01 -7.442388614599848916e-06
2.228127345331300901e+01 -1.780548854603650435e-06
2.805046135750647807e+01 -3.481974159251844749e-06
3.531343861551010122e+01 -3.704576189917105008e-06
4.445698525089266440e+01 6.034732268130079441e-07
5.596802846409915588e+01 -4.846195095903917582e-08
7.045957328146349141e+01 -1.862222253267945402e-06
8.870334730819496372e+01 6.362293089876564617e-07
1.116708980374742026e+02 -3.568880618492741126e-06
1.405853312972313063e+02 -5.963867031091785473e-06
1.769864460955607228e+02 -9.157114143597072802e-06
2.228127345328078661e+02 -1.208355591577473199e-05
2.805046135746590039e+02 -1.068402407602665040e-05
3.531343861545901746e+02 -5.452165321934452635e-06
4.445698525082834749e+02 1.980208408363718188e-06
5.596802846401818670e+02 2.911396636580983562e-06
7.045957328136156548e+02 -9.267363230083023007e-06
8.870334730806664538e+02 -1.090693884113126162e-05
