# theta, gamma_t
2.805046135754705627e+00 -4.620584433564072307e-06
3.531343861556119457e+00 -2.083906674329222663e-05
4.445698525095699516e+00 -2.197361091350409819e-05
5.596802846418014177e+00 -9.898554666336632980e-06
7.045957328156546851e+00 -1.767049995996540751e-05
8.870334730832327708e+00 -8.208143401314126847e-06
1.116708980376357552e+01 -7.362561866094738920e-06
1.405853312974346814e+01 -8.096777684595062743e-06
1.769864460958168095e+01 -7.345265717851143435e-06
2.228127345331300901e+01 -4.382660091712209605e-06
2.805046135750647807e+01 -1.456762793805695618e-06
3.531343861551010122e+01 1.086293049915778953e-06
4.445698525089266440e+01 4.236120047287349325e-07
5.596802846409915588e+01 4.376918203914129431e-06
7.045957328146349141e+01 2.349715067434245256e-06
8.870334730819496372e+01 -1.422684345600870578e-06
1.116708980374742026e+02 -6.927118851560722272e-06
1.405853312972313063e+02 -8.649140524001392474e-06
1.769864460955607228e+02 -1.467837232172620349e-05
2.228127345328078661e+02 -1.764094607805143482e-05
2.805046135746590039e+02 -1.825173889340636537e-05
3.531343861545901746e+02 -1.407469250177567287e-05
4.445698525082834749e+02 -4.606882492571540891e-06
5.596802846401818670e+02 4.544605873556750620e-06
7.045957328136156548e+02 -2.067025422607803702e-06
8.870334730806664538e+02 -6.142142234405279561e-06
