# theta, gamma_t
2.805046135754705627e+00 -1.585909121271699074e-05
3.531343861556119457e+00 3.227074522771357432e-06
4.445698525095699516e+00 -4.689791710298212532e-06
5.596802846418014177e+00 -1.620535846665762600e-06
7.045957328156546851e+00 -1.116819408384900219e-05
8.870334730832327708e+00 -4.952936380515797203e-06
1.116708980376357552e+01 -6.714701030491762750e-06
1.405853312974346814e+01 -8.271251341310673368e-06
1.769864460958168095e+01 -4.737860026227969214e-06
2.228127345331300901e+01 -2.332873782638918341e-06
2.805046135750647807e+01 -3.132562965159960580e-06
3.531343861551010122e+01 -4.903704197965203395e-06
4.445698525089266440e+01 6.766252167749635740e-07
5.596802846409915588e+01 -1.235042320130942213e-06
7.045957328146349141e+01 -2.239236614180214020e-06
8.870334730819496372e+01 6.048679841257850628e-07
1.116708980374742026e+02 -4.214928640963679337e-06
1.405853312972313063e+02 -5.695606250760969907e-06
1.769864460955607228e+02 -9.258361441087320992e-06
2.228127345328078661e+02 -1.231713793606140794e-05
2.805046135746590039e+02 -1.063455080992521956e-05
3.531343861545901746e+02 -5.256567300998945089e-06
4.445698525082834749e+02 1.811841436414679721e-06
5.596802846401818670e+02 2.994777116994354530e-06
7.045957328136156548e+02 -9.240137618275553089e-06
8.870334730806664538e+02 -1.087068432426597793e-05
