# theta, gamma_t
2.805046135754908576e+00 -6.952109846220140724e-06
3.531343861556885511e+00 -2.023077437755999131e-05
4.445698525097306231e+00 -1.454636692290063006e-05
5.596802846420849242e+00 -1.831330188805001193e-05
7.045957328161134292e+00 -6.395144734616711815e-06
8.870334730839386950e+00 -7.677144458725375153e-06
1.116708980377407912e+01 2.707145373755588053e-07
1.405853312975872704e+01 -7.983435022278878682e-06
1.769864460960344488e+01 -6.570537163306739692e-06
2.228127345334363341e+01 -4.788549335135136382e-06
2.805046135754907866e+01 -4.658798015070031281e-06
3.531343861556884889e+01 -3.853137949966869391e-06
4.445698525097307652e+01 -4.468508979315040495e-06
5.596802846420851552e+01 1.403718014376832591e-06
7.045957328161131272e+01 7.664949478424697444e-07
8.870334730839388726e+01 -2.944079968450108728e-06
1.116708980377407130e+02 -1.177043315700183287e-06
1.405853312975872882e+02 -3.177064519138752655e-06
1.769864460960343422e+02 -1.060008200543395298e-05
2.228127345334363838e+02 -1.327649521430037617e-05
2.805046135754906231e+02 -1.097205245361395124e-05
3.531343861556885599e+02 -8.973179685859880545e-06
4.445698525097302536e+02 -9.226099956918264086e-06
5.596802846420847573e+02 -2.677196935883489950e-07
7.045957328161139230e+02 -6.121909689255505465e-06
8.870334730839383610e+02 -1.795789608443358794e-05
