# theta, gamma_t
2.805046135754908576e+00 -1.964980223109861628e-05
3.531343861556885511e+00 -2.124381663813400422e-05
4.445698525097306231e+00 -1.215834704124688976e-05
5.596802846420849242e+00 -6.163609085123122568e-06
7.045957328161134292e+00 -1.062187432092847593e-05
8.870334730839386950e+00 -6.204222155422958954e-06
1.116708980377407912e+01 -7.208037477803267558e-07
1.405853312975872704e+01 -4.071180265488363588e-06
1.769864460960344488e+01 -6.505520410597362298e-06
2.228127345334363341e+01 -5.668602236667354695e-06
2.805046135754907866e+01 -2.568987432670206381e-06
3.531343861556884889e+01 -3.799137816363122319e-06
4.445698525097307652e+01 -3.419733214046985390e-06
5.596802846420851552e+01 2.233437950929574927e-06
7.045957328161131272e+01 7.106553347383782082e-07
8.870334730839388726e+01 -3.651216882922915154e-06
1.116708980377407130e+02 -1.398059470715485921e-06
1.405853312975872882e+02 -3.538451334173678123e-06
1.769864460960343422e+02 -1.105140511593995310e-05
2.228127345334363838e+02 -1.318396754601386943e-05
2.805046135754906231e+02 -1.074983773073149283e-05
3.531343861556885599e+02 -8.905067084193852076e-06
4.445698525097302536e+02 -8.843003487653509976e-06
5.596802846420847573e+02 -1.528048461788013972e-07
7.045957328161139230e+02 -6.018644420049539621e-06
8.870334730839383610e+02 -1.797754695786755847e-05
