# theta, gamma_x
2.805046135754908576e+00 6.166919030718602831e-07
3.531343861556885511e+00 4.389662850109879128e-07
4.445698525097306231e+00 -3.091624959138396483e-08
5.596802846420849242e+00 5.927162074983859093e-07
7.045957328161134292e+00 9.058275715264259298e-08
8.870334730839386950e+00 9.528905349860947232e-08
1.116708980377407912e+01 5.895636947511779868e-07
1.405853312975872704e+01 4.510325044291741907e-07
1.769864460960344488e+01 9.075921121538624771e-08
2.228127345334363341e+01 2.594569155023151426e-08
2.805046135754907866e+01 9.408560434915049378e-08
3.531343861556884889e+01 2.808096676689860536e-08
4.445698525097307652e+01 6.356725452023748267e-08
5.596802846420851552e+01 4.138825641833275307e-08
7.045957328161131272e+01 -1.853386039119520590e-08
8.870334730839388726e+01 -2.097092568707077208e-07
1.116708980377407130e+02 -1.333133179253672780e-07
1.405853312975872882e+02 1.414270982361611878e-08
1.769864460960343422e+02 -4.703962340469092677e-08
2.228127345334363838e+02 -4.824682236834381596e-08
2.805046135754906231e+02 4.734917864112028979e-08
3.531343861556885599e+02 -4.597634657634257710e-08
4.445698525097302536e+02 1.396862517324269624e-08
5.596802846420847573e+02 4.395522690187290240e-08
7.045957328161139230e+02 -4.226893654348976926e-09
8.870334730839383610e+02 -5.660199749136040000e-08
