# theta, gamma_x
2.805046135754908576e+00 7.166034544796603390e-07
3.531343861556885511e+00 -8.731095640076363405e-07
4.445698525097306231e+00 -3.808086370760322306e-07
5.596802846420849242e+00 1.630278985031410081e-07
7.045957328161134292e+00 -2.531529369249749834e-07
8.870334730839386950e+00 -6.918509312050645128e-08
1.116708980377407912e+01 -1.912933104355455101e-07
1.405853312975872704e+01 -7.723621730398147407e-08
1.769864460960344488e+01 -9.556322517891754099e-08
2.228127345334363341e+01 -2.216443436835748281e-07
2.805046135754907866e+01 1.079170834547113962e-07
3.531343861556884889e+01 9.719235953109576550e-08
4.445698525097307652e+01 -8.164047845641350812e-08
5.596802846420851552e+01 6.942721927921634165e-10
7.045957328161131272e+01 6.073659764463743256e-08
8.870334730839388726e+01 1.798032364805502935e-07
1.116708980377407130e+02 1.102046439117888694e-07
1.405853312975872882e+02 -2.462138567163136256e-08
1.769864460960343422e+02 6.902926364224804488e-09
2.228127345334363838e+02 -5.669224426775526803e-10
2.805046135754906231e+02 -2.845114129742529926e-08
3.531343861556885599e+02 -8.046410601391244910e-09
4.445698525097302536e+02 -2.444186278016329971e-08
5.596802846420847573e+02 -5.147310203470696309e-08
7.045957328161139230e+02 1.513351446849047443e-08
8.870334730839383610e+02 2.872694263180588003e-08
