# theta, gamma_x
2.805046135754908576e+00 2.049093919753878873e-06
3.531343861556885511e+00 3.595412044382671574e-07
4.445698525097306231e+00 -4.846097782647531560e-07
5.596802846420849242e+00 -3.383078825273775986e-07
7.045957328161134292e+00 -5.138335707047830505e-07
8.870334730839386950e+00 -1.495435729222805102e-07
1.116708980377407912e+01 -2.889117532238487493e-07
1.405853312975872704e+01 1.417414843681265612e-07
1.769864460960344488e+01 -5.156122155151534054e-07
2.228127345334363341e+01 -9.349004849799784171e-08
2.805046135754907866e+01 -7.517708032854659477e-08
3.531343861556884889e+01 1.646070882276246076e-07
4.445698525097307652e+01 -2.682251416644161543e-07
5.596802846420851552e+01 -2.649573503060919592e-07
7.045957328161131272e+01 -1.562645089443508575e-07
8.870334730839388726e+01 -1.564499151750869619e-07
1.116708980377407130e+02 2.610107641968996358e-09
1.405853312975872882e+02 -7.702843347527707116e-08
1.769864460960343422e+02 -1.217265496055179075e-07
2.228127345334363838e+02 -7.311728508374303106e-08
2.805046135754906231e+02 -5.168199837620340210e-08
3.531343861556885599e+02 -2.754948862152980169e-08
4.445698525097302536e+02 -1.328418684299409706e-08
5.596802846420847573e+02 3.705914871448782418e-08
7.045957328161139230e+02 -4.469847952963271969e-08
8.870334730839383610e+02 -3.480591433835453025e-08
