# theta, gamma_x
2.805046135754908576e+00 9.715536294270057959e-07
3.531343861556885511e+00 3.983281722866803990e-07
4.445698525097306231e+00 6.886432322310395941e-08
5.596802846420849242e+00 -2.746483893314073253e-07
7.045957328161134292e+00 5.829846747323003865e-08
8.870334730839386950e+00 1.464299555640705836e-08
1.116708980377407912e+01 2.123278441285727296e-07
1.405853312975872704e+01 3.257204794968483757e-07
1.769864460960344488e+01 3.462578991619963021e-07
2.228127345334363341e+01 -2.081199952418559596e-07
2.805046135754907866e+01 -1.617958852042671119e-07
3.531343861556884889e+01 -1.920538856736063793e-07
4.445698525097307652e+01 -2.869119682346010130e-08
5.596802846420851552e+01 -2.616972901669920663e-08
7.045957328161131272e+01 -1.879959801364407735e-07
8.870334730839388726e+01 -2.869922034683247301e-07
1.116708980377407130e+02 -1.105663359921680820e-07
1.405853312975872882e+02 -1.289185230465255822e-08
1.769864460960343422e+02 7.237428875251667913e-08
2.228127345334363838e+02 3.035580552164786573e-08
2.805046135754906231e+02 9.377904909723799393e-08
3.531343861556885599e+02 -4.798882153853275444e-09
4.445698525097302536e+02 -2.541063077922771784e-08
5.596802846420847573e+02 1.392127222835919922e-08
7.045957328161139230e+02 -7.703508926111763245e-08
8.870334730839383610e+02 -4.177085648654541718e-08
