# xi_im, xi_npair, xi_weight, Rg
4.743164479721289050e-05 4.509450200000000000e+07 3.661856450318168402e+08 6.915813945088769010e-01
2.249248041083319591e-05 7.099855600000000000e+07 5.765089677169787884e+08 6.915813945088769010e-01
-1.673940082919869669e-05 1.118786970000000000e+08 9.082815426546614170e+08 6.915813945088769010e-01
1.365562177267995565e-05 1.762722520000000000e+08 1.430919364772639275e+09 6.915813945088769010e-01
2.946006190876585299e-05 2.778187030000000000e+08 2.255051060615219116e+09 6.915813945088769010e-01
3.854107792312982456e-06 4.381681140000000000e+08 3.556275781803067684e+09 6.915813945088769010e-01
1.967978043981023604e-05 6.912835500000000000e+08 5.610297199181748390e+09 6.915813945088769010e-01
-4.177399378457814623e-06 1.091040941000000000e+09 8.854200052366203308e+09 6.915813945088769010e-01
-4.262722533695537049e-06 1.722380899000000000e+09 1.397707807701764107e+10 6.915813945088769010e-01
-1.734525742544262703e-05 2.720562778000000000e+09 2.207677975336919785e+10 6.915813945088769010e-01
-1.283349772015653573e-06 4.297242088000000000e+09 3.487004515931975555e+10 6.915813945088769010e-01
3.284870349986316505e-06 6.787005698000000000e+09 5.507378960837557220e+10 6.915813945088769010e-01
1.232860337105978957e-06 1.071063520400000000e+10 8.691243251985670471e+10 6.915813945088769010e-01
6.474869930462274604e-06 1.688064918800000000e+10 1.369776569199833069e+11 6.915813945088769010e-01
2.769966461360119811e-06 2.657132471000000000e+10 2.156028913949523926e+11 6.915813945088769010e-01
8.267613075443160377e-06 4.173801422000000000e+10 3.386290166866425781e+11 6.915813945088769010e-01
3.902847770675932711e-06 6.544007281000000000e+10 5.308661560924367065e+11 6.915813945088769010e-01
4.886900282175421929e-06 1.023774271520000000e+11 8.303572030028032227e+11 6.915813945088769010e-01
1.704610972810084676e-06 1.596046075950000000e+11 1.294175774981448730e+12 6.915813945088769010e-01
-6.800975772202890197e-06 2.478661492030000000e+11 2.009323806533406250e+12 6.915813945088769010e-01
-7.882887691906831650e-06 3.838647205090000000e+11 3.110954407356791016e+12 6.915813945088769010e-01
-4.782163796664516082e-06 5.915560538810000000e+11 4.792728465939987305e+12 6.915813945088769010e-01
-3.339711062354002677e-06 9.055032525760000000e+11 7.334208099018660156e+12 6.915813945088769010e-01
-6.495122596367253252e-06 1.372974821576000000e+12 1.111687491343338867e+13 6.915813945088769010e-01
-3.697110624564421394e-06 2.055298833163000000e+12 1.663493743444722656e+13 6.915813945088769010e-01
1.625355294305859540e-06 3.037922038858000000e+12 2.458115963423610156e+13 6.915813945088769010e-01
