# xi_im, xi_npair, xi_weight, Rg
-1.723995841556757362e-05 4.523123800000000000e+07 6.117916738734629154e+08 8.571271926354424586e-01
-4.922456312832303350e-05 7.059439200000000000e+07 9.526123369654542208e+08 8.571271926354424586e-01
-9.189994226193169374e-06 1.103724750000000000e+08 1.486637283227287769e+09 8.571271926354424586e-01
-1.836628521498396828e-05 1.728233510000000000e+08 2.324297219095287323e+09 8.571271926354424586e-01
-4.848097158388188710e-06 2.709555110000000000e+08 3.640136755633937836e+09 8.571271926354424586e-01
-9.783975040550270646e-06 4.255155230000000000e+08 5.710853143535825729e+09 8.571271926354424586e-01
-2.734556647367688542e-05 6.690360270000000000e+08 8.972982724421836853e+09 8.571271926354424586e-01
-1.644470957396892879e-05 1.052658473000000000e+09 1.410912880951346779e+10 8.571271926354424586e-01
-7.665063288424470568e-06 1.657530400000000000e+09 2.220594202672856140e+10 8.571271926354424586e-01
4.327222928306278643e-06 2.611070795000000000e+09 3.496511090737876129e+10 8.571271926354424586e-01
4.540205147983467397e-06 4.113443512000000000e+09 5.506131009647373199e+10 8.571271926354424586e-01
5.765092030205310590e-07 6.479836643000000000e+09 8.670533624391610718e+10 8.571271926354424586e-01
7.152960354134053051e-06 1.020110309800000000e+10 1.364540726693872528e+11 8.571271926354424586e-01
-1.038858897939983241e-07 1.604768815500000000e+10 2.146033217668528442e+11 8.571271926354424586e-01
-2.921353204133224061e-06 2.521341687200000000e+10 3.370896314904730225e+11 8.571271926354424586e-01
-1.897928724247743670e-06 3.954847418800000000e+10 5.286212138298046875e+11 8.571271926354424586e-01
3.496780242570007678e-06 6.192246016500000000e+10 8.275102216586062012e+11 8.571271926354424586e-01
-1.474744699345731620e-06 9.670693482500000000e+10 1.292080958524106201e+12 8.571271926354424586e-01
-2.680873198072968504e-06 1.505967435160000000e+11 2.011726066222918945e+12 8.571271926354424586e-01
-3.049935093453365855e-06 2.336708234060000000e+11 3.120747914658893066e+12 8.571271926354424586e-01
-1.897568582525364147e-06 3.613272155690000000e+11 4.824739539716987305e+12 8.571271926354424586e-01
-6.396157327784117199e-07 5.560352388080000000e+11 7.423344275786175781e+12 8.571271926354424586e-01
-5.834495654256702134e-06 8.494194162130000000e+11 1.133743004461836328e+13 8.571271926354424586e-01
-8.611312199987678458e-06 1.284882423370000000e+12 1.714430947270835352e+13 8.571271926354424586e-01
-1.112009617848690414e-05 1.919995475315000000e+12 2.560983324954201562e+13 8.571271926354424586e-01
-1.295565377419749391e-05 2.835447618640000000e+12 3.780363692801600000e+13 8.571271926354424586e-01
