# xi_im, xi_npair, xi_weight, Rg, sum_w_l, sum_w_r,
-7.917866780628907795e-06 1.667610296000000000e+09 1.737127878654022598e+10 8.197483393350140091e-01 1.413738000000000000e+06 7.068690000000000000e+07
6.469312006293049447e-06 2.627363853000000000e+09 2.737016350234090424e+10 8.197483393350140091e-01 1.413738000000000000e+06 7.068690000000000000e+07
3.326194102718867980e-06 4.142536823000000000e+09 4.315547444319877625e+10 8.197483393350140091e-01 1.413738000000000000e+06 7.068690000000000000e+07
5.346493628446444535e-06 6.531862284000000000e+09 6.804714743647924805e+10 8.197483393350140091e-01 1.413738000000000000e+06 7.068690000000000000e+07
-5.221548275641994008e-06 1.030013552900000000e+10 1.073054360260942535e+11 8.197483393350140091e-01 1.413738000000000000e+06 7.068690000000000000e+07
-2.089548170982737471e-06 1.625307228800000000e+10 1.693250395074815979e+11 8.197483393350140091e-01 1.413738000000000000e+06 7.068690000000000000e+07
3.156557589947520786e-07 2.565721586700000000e+10 2.673043253352255859e+11 8.197483393350140091e-01 1.413738000000000000e+06 7.068690000000000000e+07
-2.798497099921341596e-06 4.050553442500000000e+10 4.220106820351740112e+11 8.197483393350140091e-01 1.413738000000000000e+06 7.068690000000000000e+07
1.685837172176945578e-06 6.396370724500000000e+10 6.664360634534385986e+11 8.197483393350140091e-01 1.413738000000000000e+06 7.068690000000000000e+07
2.262081554749354077e-06 1.010397376060000000e+11 1.052772628168440063e+12 8.197483393350140091e-01 1.413738000000000000e+06 7.068690000000000000e+07
-4.367543746257591383e-06 1.595888170880000000e+11 1.662898626743040527e+12 8.197483393350140091e-01 1.413738000000000000e+06 7.068690000000000000e+07
-2.413221068304781316e-06 2.519769766330000000e+11 2.625705351657445312e+12 8.197483393350140091e-01 1.413738000000000000e+06 7.068690000000000000e+07
-9.209307552812517192e-08 3.975146875630000000e+11 4.142488668071502441e+12 8.197483393350140091e-01 1.413738000000000000e+06 7.068690000000000000e+07
-1.563444301720785877e-06 6.263669200630000000e+11 6.527626698261800781e+12 8.197483393350140091e-01 1.413738000000000000e+06 7.068690000000000000e+07
3.383906883735433915e-07 9.856702973740000000e+11 1.027260445163459375e+13 8.197483393350140091e-01 1.413738000000000000e+06 7.068690000000000000e+07
-2.437851838511862836e-06 1.548232047536000000e+12 1.613612704452073828e+13 8.197483393350140091e-01 1.413738000000000000e+06 7.068690000000000000e+07
-4.403299090670167098e-06 2.426983608196000000e+12 2.529582614237450781e+13 8.197483393350140091e-01 1.413738000000000000e+06 7.068690000000000000e+07
-5.492876045683413911e-06 3.794035080670000000e+12 3.954572400489105469e+13 8.197483393350140091e-01 1.413738000000000000e+06 7.068690000000000000e+07
-4.816796627835774112e-06 5.910589765292000000e+12 6.160782911966221094e+13 8.197483393350140091e-01 1.413738000000000000e+06 7.068690000000000000e+07
-5.250149147869265459e-06 9.175211367815000000e+12 9.564206942525653125e+13 8.197483393350140091e-01 1.413738000000000000e+06 7.068690000000000000e+07
-3.394695879962810768e-06 1.419509801679100000e+13 1.479813836607554062e+14 8.197483393350140091e-01 1.413738000000000000e+06 7.068690000000000000e+07
-2.121390714355634104e-06 2.185796478249500000e+13 2.278853533534443750e+14 8.197483393350140091e-01 1.413738000000000000e+06 7.068690000000000000e+07
-1.222475474768533023e-06 3.343248366004000000e+13 3.485860617337440625e+14 8.197483393350140091e-01 1.413738000000000000e+06 7.068690000000000000e+07
-2.586683271886326097e-06 5.065371665608800000e+13 5.281506773586816250e+14 8.197483393350140091e-01 1.413738000000000000e+06 7.068690000000000000e+07
-5.564851971641474377e-06 7.574589390065000000e+13 7.897948009582778750e+14 8.197483393350140091e-01 1.413738000000000000e+06 7.068690000000000000e+07
-2.559048869010936157e-06 1.118415292842060000e+14 1.166125325337538500e+15 8.197483393350140091e-01 1.413738000000000000e+06 7.068690000000000000e+07
