# xi_im, xi_npair, xi_weight, Rg
3.991217529487176569e-07 3.853898100000000000e+07 3.873371614429920912e+07 1.000000000000000000e+00
-2.460764178085395408e-06 6.082995600000000000e+07 6.113463974336820841e+07 1.000000000000000000e+00
6.412107454833507867e-07 9.605744800000000000e+07 9.653424283746701479e+07 1.000000000000000000e+00
2.070391452318702524e-06 1.516466720000000000e+08 1.523914709790128469e+08 1.000000000000000000e+00
6.276170043800920746e-08 2.394798210000000000e+08 2.406474167921168804e+08 1.000000000000000000e+00
3.329549932338262843e-07 3.782924650000000000e+08 3.801265788049340844e+08 1.000000000000000000e+00
4.842871859547732718e-07 5.977401450000000000e+08 6.006251325657857656e+08 1.000000000000000000e+00
-1.335613245386665245e-07 9.446949170000000000e+08 9.492361431144562960e+08 1.000000000000000000e+00
1.777225760470139031e-06 1.492366617000000000e+09 1.499505421585628510e+09 1.000000000000000000e+00
-1.317680914442942497e-07 2.358495838000000000e+09 2.369699927022299767e+09 1.000000000000000000e+00
2.239812364905305521e-07 3.726192634000000000e+09 3.743763308443370819e+09 1.000000000000000000e+00
3.670735186040483847e-07 5.881725230000000000e+09 5.909164866581011772e+09 1.000000000000000000e+00
-7.016232654951756898e-08 9.272248324000000000e+09 9.314706313468053818e+09 1.000000000000000000e+00
-8.533986207047288731e-08 1.458944685000000000e+10 1.465442596563531113e+10 1.000000000000000000e+00
1.196468713929617134e-07 2.290583153100000000e+10 2.300471025392238235e+10 1.000000000000000000e+00
3.786300623155980800e-07 3.585781658300000000e+10 3.600732072883247375e+10 1.000000000000000000e+00
2.270708225164440332e-07 5.595518310600000000e+10 5.617816061251443481e+10 1.000000000000000000e+00
6.389876749494514193e-07 8.699535858700000000e+10 8.732073910525856018e+10 1.000000000000000000e+00
9.719750399653276123e-07 1.346550682130000000e+11 1.351175812845270081e+11 1.000000000000000000e+00
9.921296211288904417e-07 2.076002511150000000e+11 2.082448191852118530e+11 1.000000000000000000e+00
9.596762043755472729e-07 3.188376358270000000e+11 3.197026070721765137e+11 1.000000000000000000e+00
1.057367172767418583e-06 4.872866162420000000e+11 4.884104290397480469e+11 1.000000000000000000e+00
6.739083604742981741e-07 7.392326309200000000e+11 7.405648154890494385e+11 1.000000000000000000e+00
6.131830074712779000e-07 1.108556084849000000e+12 1.109881175916098633e+12 1.000000000000000000e+00
-4.387769577800929410e-09 1.637320286300000000e+12 1.637979044891491455e+12 1.000000000000000000e+00
-1.254654235669940948e-06 2.377654879375000000e+12 2.376211927696681152e+12 1.000000000000000000e+00
