# theta, gamma_x
2.805046135754705627e+00 1.988427549275145965e-05
3.531343861556119457e+00 -7.283546375190747798e-07
4.445698525095699516e+00 3.628388350417226987e-06
5.596802846418014177e+00 1.766863180083770316e-06
7.045957328156546851e+00 4.096813890160902893e-06
8.870334730832327708e+00 2.258477543896183747e-06
1.116708980376357552e+01 7.861855512143670806e-06
1.405853312974346814e+01 1.947241177024912873e-06
1.769864460958168095e+01 -6.288059108631522659e-06
2.228127345331300901e+01 -6.635171574064620171e-06
2.805046135750647807e+01 -7.793050046616698887e-07
3.531343861551010122e+01 2.631616945110330579e-06
4.445698525089266440e+01 4.620598931332587384e-06
5.596802846409915588e+01 2.016958155821531598e-06
7.045957328146349141e+01 6.649203122397940213e-06
8.870334730819496372e+01 7.766347462179377950e-06
1.116708980374742026e+02 3.951895714771832231e-06
1.405853312972313063e+02 3.473748861355380704e-06
1.769864460955607228e+02 -1.274198828812099824e-06
2.228127345328078661e+02 -4.734748315144090248e-06
2.805046135746590039e+02 -7.195504995308557571e-06
3.531343861545901746e+02 -5.430831253144002726e-06
4.445698525082834749e+02 -2.311098913451067030e-06
5.596802846401818670e+02 -4.693516271829525076e-06
7.045957328136156548e+02 -3.334829565501197675e-06
8.870334730806664538e+02 1.397950926292022832e-07
