# theta, gamma_x
2.805046135754705627e+00 1.086795612266124965e-05
3.531343861556119457e+00 -8.768667847927235474e-07
4.445698525095699516e+00 -1.051397622205004523e-05
5.596802846418014177e+00 -5.957571701927208936e-06
7.045957328156546851e+00 -2.785121347211393864e-06
8.870334730832327708e+00 8.648886593095493720e-07
1.116708980376357552e+01 7.583772528483454647e-06
1.405853312974346814e+01 -1.722393090380573537e-06
1.769864460958168095e+01 2.023590670490165075e-06
2.228127345331300901e+01 9.982594515069278450e-07
2.805046135750647807e+01 -7.944799815626648111e-07
3.531343861551010122e+01 1.211504562779628177e-06
4.445698525089266440e+01 1.031554688030452483e-06
5.596802846409915588e+01 8.112382865335293575e-07
7.045957328146349141e+01 1.465875940888970803e-06
8.870334730819496372e+01 1.870676334547209604e-06
1.116708980374742026e+02 -3.959582983571551745e-07
1.405853312972313063e+02 -5.229982444537417162e-06
1.769864460955607228e+02 -7.783470537420865529e-06
2.228127345328078661e+02 -4.634772527528686677e-06
2.805046135746590039e+02 -1.307843673062908846e-06
3.531343861545901746e+02 -5.494586349455601036e-07
4.445698525082834749e+02 -1.035819915697391054e-06
5.596802846401818670e+02 -2.064976614184146026e-06
7.045957328136156548e+02 -3.273415631840980393e-06
8.870334730806664538e+02 -1.189798756789980580e-06
