# theta, gamma_x
2.805046135754705627e+00 5.043892133474430193e-06
3.531343861556119457e+00 -4.690777836616477896e-06
4.445698525095699516e+00 8.813952561856946608e-06
5.596802846418014177e+00 -6.393412113905594114e-06
7.045957328156546851e+00 -6.799514474548203602e-06
8.870334730832327708e+00 -4.330212582984476501e-06
1.116708980376357552e+01 -1.407755738745574757e-06
1.405853312974346814e+01 -2.093932971273342867e-06
1.769864460958168095e+01 1.383510838646785148e-06
2.228127345331300901e+01 -5.781229841620691297e-07
2.805046135750647807e+01 -3.661302319606329097e-06
3.531343861551010122e+01 -3.812413708853517283e-06
4.445698525089266440e+01 -4.707980362099923085e-07
5.596802846409915588e+01 -2.704648690822326401e-06
7.045957328146349141e+01 -1.544824653107600266e-06
8.870334730819496372e+01 -3.829237226170616839e-06
1.116708980374742026e+02 -6.090145978637105213e-06
1.405853312972313063e+02 -7.677920712351011685e-06
1.769864460955607228e+02 -9.867033246874683743e-06
2.228127345328078661e+02 -1.164304762092149869e-05
2.805046135746590039e+02 -8.999499133550466500e-06
3.531343861545901746e+02 -5.789452169567985391e-06
4.445698525082834749e+02 -2.534655723303876944e-06
5.596802846401818670e+02 -2.871407349580849905e-06
7.045957328136156548e+02 -4.584012042698953721e-06
8.870334730806664538e+02 7.569574962703243108e-07
