# theta, gamma_x
2.805046135754705627e+00 7.917205928055770018e-06
3.531343861556119457e+00 1.641701029991843517e-05
4.445698525095699516e+00 6.602443348377639265e-06
5.596802846418014177e+00 -1.354591174750448237e-05
7.045957328156546851e+00 -2.532233427807744914e-06
8.870334730832327708e+00 1.755396561793478523e-06
1.116708980376357552e+01 -3.255271172147602289e-06
1.405853312974346814e+01 -1.476394481662475535e-07
1.769864460958168095e+01 -4.200859492558747720e-06
2.228127345331300901e+01 -8.862068298331815011e-07
2.805046135750647807e+01 8.031315977009477576e-07
3.531343861551010122e+01 2.351539078795803484e-06
4.445698525089266440e+01 4.343707338289955215e-06
5.596802846409915588e+01 2.151335951458313139e-06
7.045957328146349141e+01 -1.273277042162439843e-06
8.870334730819496372e+01 -4.305196211987281067e-06
1.116708980374742026e+02 -3.317583466710776010e-06
1.405853312972313063e+02 -2.536518853103916411e-06
1.769864460955607228e+02 -2.021083147080699764e-06
2.228127345328078661e+02 -2.094515867879224097e-06
2.805046135746590039e+02 -1.010032447824755909e-06
3.531343861545901746e+02 -3.951624848987387075e-06
4.445698525082834749e+02 -8.268161219766443609e-06
5.596802846401818670e+02 -6.981448199880283029e-06
7.045957328136156548e+02 -4.333622167735472722e-06
8.870334730806664538e+02 1.549017124757873392e-06
