# theta, gamma_t
2.805046135754908576e+00 1.465796876454614672e-04
3.531343861556885511e+00 1.091633955854033269e-04
4.445698525097306231e+00 9.882867590274808727e-05
5.596802846420849242e+00 6.858740511263473503e-05
7.045957328161134292e+00 5.272834361390532171e-05
8.870334730839386950e+00 5.789998445723552119e-05
1.116708980377407912e+01 7.081865610227518269e-05
1.405853312975872704e+01 6.388511007402071507e-05
1.769864460960344488e+01 5.563736035304403125e-05
2.228127345334363341e+01 4.546821396534308905e-05
2.805046135754907866e+01 4.373786856405565093e-05
3.531343861556884889e+01 4.003290263953274472e-05
4.445698525097307652e+01 3.726590748326224503e-05
5.596802846420851552e+01 3.071911058715666204e-05
7.045957328161131272e+01 2.660717871202088089e-05
8.870334730839388726e+01 1.842187701652956778e-05
1.116708980377407130e+02 3.757981617133732924e-06
1.405853312975872882e+02 1.982739496694711651e-06
1.769864460960343422e+02 8.340975353599790925e-07
2.228127345334363838e+02 1.116105029950178399e-06
2.805046135754906231e+02 -7.813965625514005203e-07
3.531343861556885599e+02 6.894025705106453350e-06
4.445698525097302536e+02 5.481205144466799174e-06
5.596802846420847573e+02 -1.389229271852794633e-07
7.045957328161139230e+02 3.837996609094377487e-07
8.870334730839383610e+02 -2.269479615225499967e-07
