# theta, gamma_t
2.805046135754908576e+00 2.110692315729329784e-03
3.531343861556885511e+00 1.742301142146527758e-03
4.445698525097306231e+00 1.460592521367014588e-03
5.596802846420849242e+00 1.262939956544628043e-03
7.045957328161134292e+00 1.000267769464249909e-03
8.870334730839386950e+00 8.027281563337242349e-04
1.116708980377407912e+01 6.590597049198693635e-04
1.405853312975872704e+01 5.046172686184412486e-04
1.769864460960344488e+01 4.409405505780521878e-04
2.228127345334363341e+01 3.766639196854830516e-04
2.805046135754907866e+01 3.025908498640821997e-04
3.531343861556884889e+01 2.576277687297741912e-04
4.445698525097307652e+01 2.281933014937802067e-04
5.596802846420851552e+01 1.932643345630181704e-04
7.045957328161131272e+01 1.651374033978306708e-04
8.870334730839388726e+01 1.394109262192223537e-04
1.116708980377407130e+02 1.120564200936249248e-04
1.405853312975872882e+02 9.248718159374366091e-05
1.769864460960343422e+02 7.627305553602658963e-05
2.228127345334363838e+02 6.683341106456681393e-05
2.805046135754906231e+02 5.009553901436576185e-05
3.531343861556885599e+02 3.540876302802987638e-05
4.445698525097302536e+02 2.746741765557874119e-05
5.596802846420847573e+02 1.830447616801915458e-05
7.045957328161139230e+02 6.391939492321926152e-06
8.870334730839383610e+02 3.470106989030242331e-06
