# theta, gamma_t
2.805046135754908576e+00 6.378147481765450530e-05
3.531343861556885511e+00 1.718421447034010753e-04
4.445698525097306231e+00 5.554131347136040988e-05
5.596802846420849242e+00 6.380559313879948619e-05
7.045957328161134292e+00 6.799746017972941182e-05
8.870334730839386950e+00 3.185852902952992599e-05
1.116708980377407912e+01 2.833392394768821982e-05
1.405853312975872704e+01 3.538094644657100064e-05
1.769864460960344488e+01 2.352712509867879167e-05
2.228127345334363341e+01 2.398713436920415094e-05
2.805046135754907866e+01 1.296781479881450207e-05
3.531343861556884889e+01 2.999692741819950001e-05
4.445698525097307652e+01 1.254643928203738109e-05
5.596802846420851552e+01 9.065474009644674993e-06
7.045957328161131272e+01 1.589183903892488669e-05
8.870334730839388726e+01 1.166467259134253387e-05
1.116708980377407130e+02 6.668142883633012678e-06
1.405853312975872882e+02 4.494670227561795478e-06
1.769864460960343422e+02 2.313923930279138198e-07
2.228127345334363838e+02 1.207318263232976557e-06
2.805046135754906231e+02 2.877657643641475178e-06
3.531343861556885599e+02 1.262659328297816628e-06
4.445698525097302536e+02 3.670438664589713451e-07
5.596802846420847573e+02 -1.849211693255335515e-06
7.045957328161139230e+02 1.481292069734642937e-06
8.870334730839383610e+02 1.568809685383918953e-06
