# theta, gamma_t
2.805046135754908576e+00 4.440634833492189057e-04
3.531343861556885511e+00 3.912221430451768211e-04
4.445698525097306231e+00 2.770454214661220542e-04
5.596802846420849242e+00 2.158496962042082698e-04
7.045957328161134292e+00 1.848797817395687654e-04
8.870334730839386950e+00 2.059489452959867111e-04
1.116708980377407912e+01 1.515836246065751223e-04
1.405853312975872704e+01 1.273697579441591292e-04
1.769864460960344488e+01 1.317065054331743878e-04
2.228127345334363341e+01 1.215873982979424385e-04
2.805046135754907866e+01 9.896823411605480832e-05
3.531343861556884889e+01 9.094600751522907321e-05
4.445698525097307652e+01 7.774967654077624506e-05
5.596802846420851552e+01 6.763370276969926751e-05
7.045957328161131272e+01 5.686024638652905272e-05
8.870334730839388726e+01 4.130720799335870440e-05
1.116708980377407130e+02 3.545119411327122974e-05
1.405853312975872882e+02 2.520044268639050442e-05
1.769864460960343422e+02 1.663787852925086312e-05
2.228127345334363838e+02 9.136421613073641724e-06
2.805046135754906231e+02 3.398086732303148288e-06
3.531343861556885599e+02 5.201982262051490019e-06
4.445698525097302536e+02 6.839969517754295556e-06
5.596802846420847573e+02 4.391151207403378392e-06
7.045957328161139230e+02 2.735930505775218047e-06
8.870334730839383610e+02 1.821863025867988858e-06
