# theta, boost
2.805046135754908576e+00 9.996549027410073229e-01
3.531343861556885511e+00 1.000213816333930472e+00
4.445698525097306231e+00 1.000559854023925110e+00
5.596802846420849242e+00 1.000866175356315058e+00
7.045957328161134292e+00 1.001004630741880952e+00
8.870334730839386950e+00 1.001052069574431824e+00
1.116708980377407912e+01 1.001095857583582438e+00
1.405853312975872704e+01 1.001195725835882344e+00
1.769864460960344488e+01 1.001110642709885257e+00
2.228127345334363341e+01 1.001273894296883959e+00
2.805046135754907866e+01 1.001419022087658872e+00
3.531343861556884889e+01 1.001475150564372862e+00
4.445698525097307652e+01 1.001592701342304270e+00
5.596802846420851552e+01 1.001500218525614994e+00
7.045957328161131272e+01 1.001330201774497830e+00
8.870334730839388726e+01 1.001032558485343671e+00
1.116708980377407130e+02 1.000719174576396586e+00
1.405853312975872882e+02 1.000804379132878896e+00
1.769864460960343422e+02 1.001177917947626339e+00
2.228127345334363838e+02 1.001579744921390791e+00
2.805046135754906231e+02 1.002025008139227680e+00
3.531343861556885599e+02 1.002297154785577238e+00
4.445698525097302536e+02 1.002760257204839078e+00
5.596802846420847573e+02 1.002774277470875219e+00
7.045957328161139230e+02 1.002879784012051356e+00
8.870334730839383610e+02 1.003134993959320820e+00
