# theta, boost
2.805046135754908576e+00 1.003826874327092833e+00
3.531343861556885511e+00 1.003394542520774646e+00
4.445698525097306231e+00 1.003141959704001662e+00
5.596802846420849242e+00 1.002922722594421945e+00
7.045957328161134292e+00 1.002573955208481804e+00
8.870334730839386950e+00 1.002267175004285082e+00
1.116708980377407912e+01 1.002038112380581270e+00
1.405853312975872704e+01 1.001980321576828592e+00
1.769864460960344488e+01 1.001746956822889389e+00
2.228127345334363341e+01 1.001646850056408633e+00
2.805046135754907866e+01 1.001520947215971402e+00
3.531343861556884889e+01 1.001402286736522429e+00
4.445698525097307652e+01 1.001247858583901973e+00
5.596802846420851552e+01 1.001083769415814118e+00
7.045957328161131272e+01 1.001135916188389707e+00
8.870334730839388726e+01 1.001070588138105677e+00
1.116708980377407130e+02 1.000873214622594487e+00
1.405853312975872882e+02 1.000923427780403552e+00
1.769864460960343422e+02 1.000828784955294370e+00
2.228127345334363838e+02 1.000925363213220010e+00
2.805046135754906231e+02 1.001015188746343654e+00
3.531343861556885599e+02 1.000781177752187778e+00
4.445698525097302536e+02 1.000567103505761279e+00
5.596802846420847573e+02 1.000326759230827367e+00
7.045957328161139230e+02 1.000343104778059544e+00
8.870334730839383610e+02 1.001071892171793154e+00
