# theta, boost
2.805046135754908576e+00 1.039437254954846734e+00
3.531343861556885511e+00 1.033633110928452670e+00
4.445698525097306231e+00 1.028064310946193993e+00
5.596802846420849242e+00 1.024214473171865203e+00
7.045957328161134292e+00 1.020794962592481037e+00
8.870334730839386950e+00 1.017720757247712271e+00
1.116708980377407912e+01 1.015216870848549391e+00
1.405853312975872704e+01 1.012857897032369836e+00
1.769864460960344488e+01 1.010886357477778219e+00
2.228127345334363341e+01 1.009115332883562699e+00
2.805046135754907866e+01 1.007574714712877739e+00
3.531343861556884889e+01 1.006218352145586081e+00
4.445698525097307652e+01 1.005060122349541230e+00
5.596802846420851552e+01 1.004124057468695153e+00
7.045957328161131272e+01 1.003227284131712471e+00
8.870334730839388726e+01 1.002424845358974137e+00
1.116708980377407130e+02 1.001661559405479185e+00
1.405853312975872882e+02 1.001232502607329655e+00
1.769864460960343422e+02 1.001080289622241715e+00
2.228127345334363838e+02 1.001027496352088875e+00
2.805046135754906231e+02 1.001146830180216885e+00
3.531343861556885599e+02 1.001327328551766982e+00
4.445698525097302536e+02 1.001982387790357754e+00
5.596802846420847573e+02 1.002029552745548502e+00
7.045957328161139230e+02 1.002391485435615737e+00
8.870334730839383610e+02 1.002990977774917747e+00
