# theta, boost
2.805046135754908576e+00 1.012343889150037146e+00
3.531343861556885511e+00 1.011233560395142117e+00
4.445698525097306231e+00 1.009679447327289870e+00
5.596802846420849242e+00 1.008401007554373452e+00
7.045957328161134292e+00 1.007152503459507020e+00
8.870334730839386950e+00 1.006281118676788155e+00
1.116708980377407912e+01 1.005485794627425378e+00
1.405853312975872704e+01 1.004744827120954698e+00
1.769864460960344488e+01 1.003888134251259334e+00
2.228127345334363341e+01 1.003506042830377698e+00
2.805046135754907866e+01 1.003081317255101190e+00
3.531343861556884889e+01 1.002864616355174876e+00
4.445698525097307652e+01 1.002692780411788664e+00
5.596802846420851552e+01 1.002467399123275760e+00
7.045957328161131272e+01 1.002659361239722102e+00
8.870334730839388726e+01 1.002644228860498421e+00
1.116708980377407130e+02 1.002697197711369004e+00
1.405853312975872882e+02 1.003015736566742921e+00
1.769864460960343422e+02 1.003384726073165201e+00
2.228127345334363838e+02 1.003725067304167107e+00
2.805046135754906231e+02 1.004073171518773178e+00
3.531343861556885599e+02 1.004278215558931153e+00
4.445698525097302536e+02 1.004532748464337155e+00
5.596802846420847573e+02 1.004787277056767403e+00
7.045957328161139230e+02 1.005072318562359568e+00
8.870334730839383610e+02 1.005834200284726920e+00
