# theta, boost
2.805046135754908576e+00 1.005021394451884431e+00
3.531343861556885511e+00 1.004637112976275892e+00
4.445698525097306231e+00 1.004221264458430962e+00
5.596802846420849242e+00 1.004008600845106569e+00
7.045957328161134292e+00 1.004044976459693483e+00
8.870334730839386950e+00 1.003817636330192942e+00
1.116708980377407912e+01 1.003811259941493894e+00
1.405853312975872704e+01 1.003670528796761330e+00
1.769864460960344488e+01 1.003531653426074310e+00
2.228127345334363341e+01 1.003315580718334266e+00
2.805046135754907866e+01 1.003223624668847291e+00
3.531343861556884889e+01 1.003201051183511439e+00
4.445698525097307652e+01 1.003064581123806143e+00
5.596802846420851552e+01 1.002887100020518618e+00
7.045957328161131272e+01 1.002982750032577641e+00
8.870334730839388726e+01 1.003147371021296141e+00
1.116708980377407130e+02 1.003323352831569482e+00
1.405853312975872882e+02 1.003476696606571350e+00
1.769864460960343422e+02 1.003650174527080940e+00
2.228127345334363838e+02 1.003945536188832310e+00
2.805046135754906231e+02 1.004019911726290015e+00
3.531343861556885599e+02 1.004002745233153249e+00
4.445698525097302536e+02 1.003983587611436246e+00
5.596802846420847573e+02 1.003628440036163694e+00
7.045957328161139230e+02 1.003612698606538567e+00
8.870334730839383610e+02 1.004150109220831588e+00
