# theta, boost
2.805046135754908576e+00 1.003240408997400301e+00
3.531343861556885511e+00 1.002765767719735468e+00
4.445698525097306231e+00 1.002238859247897462e+00
5.596802846420849242e+00 1.002063421076194283e+00
7.045957328161134292e+00 1.001700806641584895e+00
8.870334730839386950e+00 1.001410847862776121e+00
1.116708980377407912e+01 1.001160751104159363e+00
1.405853312975872704e+01 1.001223556832281592e+00
1.769864460960344488e+01 1.001076706795192894e+00
2.228127345334363341e+01 1.001051649212861161e+00
2.805046135754907866e+01 1.000896109904763520e+00
3.531343861556884889e+01 1.000789098959251389e+00
4.445698525097307652e+01 1.000765252226729851e+00
5.596802846420851552e+01 1.000702746039444424e+00
7.045957328161131272e+01 1.000812771673683876e+00
8.870334730839388726e+01 1.000791021906076717e+00
1.116708980377407130e+02 1.000649218517233541e+00
1.405853312975872882e+02 1.000741028701516599e+00
1.769864460960343422e+02 1.000712731153779345e+00
2.228127345334363838e+02 1.000741958506284890e+00
2.805046135754906231e+02 1.000779905780098122e+00
3.531343861556885599e+02 1.000716253643960219e+00
4.445698525097302536e+02 1.000690476478153013e+00
5.596802846420847573e+02 1.000370925317748627e+00
7.045957328161139230e+02 1.000471394425204386e+00
8.870334730839383610e+02 1.001134839514836949e+00
