# theta, boost
2.805046135754908576e+00 1.042235987985516532e+00
3.531343861556885511e+00 1.035071428058271348e+00
4.445698525097306231e+00 1.028755376418932777e+00
5.596802846420849242e+00 1.023809068308570769e+00
7.045957328161134292e+00 1.019781750636766349e+00
8.870334730839386950e+00 1.016450607847191767e+00
1.116708980377407912e+01 1.013814997968470299e+00
1.405853312975872704e+01 1.011971596954199581e+00
1.769864460960344488e+01 1.010343070277431199e+00
2.228127345334363341e+01 1.008858803750076305e+00
2.805046135754907866e+01 1.007614041850632303e+00
3.531343861556884889e+01 1.006326413950978660e+00
4.445698525097307652e+01 1.005366260977165194e+00
5.596802846420851552e+01 1.004712068342079601e+00
7.045957328161131272e+01 1.004065515123174990e+00
8.870334730839388726e+01 1.003542391934382882e+00
1.116708980377407130e+02 1.003142810623388392e+00
1.405853312975872882e+02 1.002973391591817309e+00
1.769864460960343422e+02 1.003225447659806147e+00
2.228127345334363838e+02 1.003412795002595059e+00
2.805046135754906231e+02 1.003565194797723548e+00
3.531343861556885599e+02 1.003633181815638986e+00
4.445698525097302536e+02 1.003457232701046253e+00
5.596802846420847573e+02 1.002756470053484561e+00
7.045957328161139230e+02 1.002652211123000736e+00
8.870334730839383610e+02 1.003507254630177759e+00
