# theta, boost
2.805046135754908576e+00 1.046117794622053454e+00
3.531343861556885511e+00 1.039822233280530916e+00
4.445698525097306231e+00 1.034257103730889193e+00
5.596802846420849242e+00 1.029646562123086140e+00
7.045957328161134292e+00 1.025310564480637510e+00
8.870334730839386950e+00 1.021159058178681134e+00
1.116708980377407912e+01 1.017612961083328660e+00
1.405853312975872704e+01 1.014569611784406300e+00
1.769864460960344488e+01 1.011930792784221378e+00
2.228127345334363341e+01 1.009584329460194940e+00
2.805046135754907866e+01 1.007434044347969682e+00
3.531343861556884889e+01 1.005698934584319248e+00
4.445698525097307652e+01 1.004379067789407998e+00
5.596802846420851552e+01 1.003284927914072533e+00
7.045957328161131272e+01 1.002415620963734488e+00
8.870334730839388726e+01 1.001823276002435481e+00
1.116708980377407130e+02 1.001285993932334417e+00
1.405853312975872882e+02 1.001049953313029706e+00
1.769864460960343422e+02 1.000819091773331504e+00
2.228127345334363838e+02 1.000624735685775812e+00
2.805046135754906231e+02 1.000608098996289330e+00
3.531343861556885599e+02 1.000539162334393994e+00
4.445698525097302536e+02 1.000515395768000193e+00
5.596802846420847573e+02 1.000370026544849855e+00
7.045957328161139230e+02 1.000468760101799859e+00
8.870334730839383610e+02 1.001218624690134895e+00
