# theta, boost
2.805046135754908576e+00 1.030032564158405162e+00
3.531343861556885511e+00 1.025972345127075913e+00
4.445698525097306231e+00 1.022795127733773235e+00
5.596802846420849242e+00 1.019906223574999382e+00
7.045957328161134292e+00 1.017623503582840261e+00
8.870334730839386950e+00 1.015123666919439005e+00
1.116708980377407912e+01 1.012877362895634681e+00
1.405853312975872704e+01 1.011013119298505014e+00
1.769864460960344488e+01 1.009301252891251055e+00
2.228127345334363341e+01 1.007788046354946454e+00
2.805046135754907866e+01 1.006560938248827419e+00
3.531343861556884889e+01 1.005697432744652620e+00
4.445698525097307652e+01 1.004946564148293975e+00
5.596802846420851552e+01 1.004216847061479623e+00
7.045957328161131272e+01 1.003843449813286881e+00
8.870334730839388726e+01 1.003808138147833873e+00
1.116708980377407130e+02 1.003781333260254538e+00
1.405853312975872882e+02 1.003891674082439511e+00
1.769864460960343422e+02 1.003957719800446569e+00
2.228127345334363838e+02 1.004170954144257388e+00
2.805046135754906231e+02 1.004130869484490374e+00
3.531343861556885599e+02 1.004029432640788588e+00
4.445698525097302536e+02 1.003941296996338606e+00
5.596802846420847573e+02 1.003865698535889805e+00
7.045957328161139230e+02 1.003822760485742371e+00
8.870334730839383610e+02 1.004304205881507039e+00
