# theta, boost
2.805046135754908576e+00 1.004644313032702518e+00
3.531343861556885511e+00 1.004278694838612651e+00
4.445698525097306231e+00 1.003941770195255323e+00
5.596802846420849242e+00 1.003848040524967233e+00
7.045957328161134292e+00 1.004143256992865663e+00
8.870334730839386950e+00 1.003866043242154449e+00
1.116708980377407912e+01 1.003733020053577008e+00
1.405853312975872704e+01 1.003682832831274352e+00
1.769864460960344488e+01 1.003450937912381935e+00
2.228127345334363341e+01 1.003250502963331625e+00
2.805046135754907866e+01 1.003224144698471987e+00
3.531343861556884889e+01 1.003143750929283762e+00
4.445698525097307652e+01 1.002894814848065863e+00
5.596802846420851552e+01 1.002765085712513882e+00
7.045957328161131272e+01 1.002950659344574502e+00
8.870334730839388726e+01 1.003088392871601897e+00
1.116708980377407130e+02 1.003204059821537264e+00
1.405853312975872882e+02 1.003393848655847131e+00
1.769864460960343422e+02 1.003595773148706183e+00
2.228127345334363838e+02 1.003891051706789606e+00
2.805046135754906231e+02 1.004055736967385037e+00
3.531343861556885599e+02 1.003893227948727818e+00
4.445698525097302536e+02 1.003627659547470019e+00
5.596802846420847573e+02 1.003404855609551616e+00
7.045957328161139230e+02 1.003465125626044063e+00
8.870334730839383610e+02 1.004067936198485222e+00
