# theta, boost
2.805046135754908576e+00 9.991753990959221232e-01
3.531343861556885511e+00 1.000349208475489027e+00
4.445698525097306231e+00 1.000751535737538056e+00
5.596802846420849242e+00 1.001003056206081432e+00
7.045957328161134292e+00 1.001598217816090486e+00
8.870334730839386950e+00 1.001641386707432968e+00
1.116708980377407912e+01 1.001828872138782689e+00
1.405853312975872704e+01 1.001815589071141765e+00
1.769864460960344488e+01 1.002036152994878027e+00
2.228127345334363341e+01 1.002192228270445407e+00
2.805046135754907866e+01 1.002221433538401874e+00
3.531343861556884889e+01 1.002197343150454500e+00
4.445698525097307652e+01 1.002086939185669046e+00
5.596802846420851552e+01 1.002097652999126121e+00
7.045957328161131272e+01 1.002129264185191770e+00
8.870334730839388726e+01 1.002043714015783848e+00
1.116708980377407130e+02 1.002137606980456175e+00
1.405853312975872882e+02 1.002464569373435088e+00
1.769864460960343422e+02 1.003063542839108369e+00
2.228127345334363838e+02 1.003617504684161110e+00
2.805046135754906231e+02 1.004086495139375312e+00
3.531343861556885599e+02 1.004112554516014555e+00
4.445698525097302536e+02 1.003761607567648761e+00
5.596802846420847573e+02 1.003074895627028118e+00
7.045957328161139230e+02 1.002727772149410779e+00
8.870334730839383610e+02 1.003536844591153221e+00
