# theta, boost
2.805046135754908576e+00 1.006174189901508420e+00
3.531343861556885511e+00 1.005357218052513435e+00
4.445698525097306231e+00 1.004975650419435595e+00
5.596802846420849242e+00 1.004234604073008574e+00
7.045957328161134292e+00 1.003794527961343164e+00
8.870334730839386950e+00 1.003252981173470282e+00
1.116708980377407912e+01 1.003149875742691544e+00
1.405853312975872704e+01 1.002752787172969562e+00
1.769864460960344488e+01 1.002403253987381504e+00
2.228127345334363341e+01 1.002258679483995829e+00
2.805046135754907866e+01 1.002067719904404575e+00
3.531343861556884889e+01 1.002082058747380211e+00
4.445698525097307652e+01 1.002225365000090074e+00
5.596802846420851552e+01 1.002234920573046750e+00
7.045957328161131272e+01 1.002517886375208223e+00
8.870334730839388726e+01 1.002533561319660205e+00
1.116708980377407130e+02 1.002579594731395352e+00
1.405853312975872882e+02 1.003011750091270304e+00
1.769864460960343422e+02 1.003327336890175170e+00
2.228127345334363838e+02 1.003525156471787305e+00
2.805046135754906231e+02 1.003931320275204264e+00
3.531343861556885599e+02 1.004127684852443858e+00
4.445698525097302536e+02 1.004497295997071715e+00
5.596802846420847573e+02 1.004751056859586766e+00
7.045957328161139230e+02 1.005035190366000197e+00
8.870334730839383610e+02 1.005848111775413445e+00
