# theta, boost
2.805046135754908576e+00 1.068748056126463286e+00
3.531343861556885511e+00 1.057313483156947731e+00
4.445698525097306231e+00 1.048317494055403198e+00
5.596802846420849242e+00 1.041407301603298974e+00
7.045957328161134292e+00 1.035396665056927512e+00
8.870334730839386950e+00 1.030090974519423774e+00
1.116708980377407912e+01 1.025807616589278659e+00
1.405853312975872704e+01 1.021778785805205647e+00
1.769864460960344488e+01 1.018174643343827235e+00
2.228127345334363341e+01 1.015232009459431595e+00
2.805046135754907866e+01 1.012583431921642019e+00
3.531343861556884889e+01 1.010104697080646430e+00
4.445698525097307652e+01 1.008024400269329934e+00
5.596802846420851552e+01 1.006291396270661886e+00
7.045957328161131272e+01 1.004771141959730718e+00
8.870334730839388726e+01 1.003477131461308458e+00
1.116708980377407130e+02 1.002334407268416827e+00
1.405853312975872882e+02 1.001717866706687277e+00
1.769864460960343422e+02 1.001429730136945473e+00
2.228127345334363838e+02 1.001377066400247928e+00
2.805046135754906231e+02 1.001540336386196994e+00
3.531343861556885599e+02 1.001644505951930331e+00
4.445698525097302536e+02 1.002133310474307981e+00
5.596802846420847573e+02 1.002213686762561728e+00
7.045957328161139230e+02 1.002519699127342845e+00
8.870334730839383610e+02 1.003116501924714576e+00
