# theta, gamma_t
2.805046135754908576e+00 1.241137227515133259e-07
3.531343861556885511e+00 2.128157387278434464e-06
4.445698525097306231e+00 -9.804056153012835883e-07
5.596802846420849242e+00 8.175211568425028981e-07
7.045957328161134292e+00 -1.479927590336659741e-06
8.870334730839386950e+00 -3.418473197662479967e-07
1.116708980377407912e+01 2.105164826743434487e-07
1.405853312975872704e+01 3.672784591678917363e-07
1.769864460960344488e+01 -6.115500805383638371e-07
2.228127345334363341e+01 -7.263536126760973731e-07
2.805046135754907866e+01 -2.724281945668218735e-07
3.531343861556884889e+01 -6.628534978088995398e-07
4.445698525097307652e+01 -1.141276656045808818e-06
5.596802846420851552e+01 -1.753102834978147300e-07
7.045957328161131272e+01 -2.695003202840702011e-08
8.870334730839388726e+01 2.587593685116000181e-07
1.116708980377407130e+02 3.599793207278585810e-07
1.405853312975872882e+02 -2.495029646802943620e-07
1.769864460960343422e+02 -2.651731717935680157e-07
2.228127345334363838e+02 1.778896000740586234e-08
2.805046135754906231e+02 8.069965297354233022e-08
3.531343861556885599e+02 -2.896089960855610957e-08
4.445698525097302536e+02 3.412280281370827921e-08
5.596802846420847573e+02 2.240711595755641712e-08
7.045957328161139230e+02 8.072139458879613180e-08
8.870334730839383610e+02 9.661099686696419107e-08
