# theta, gamma_t
2.805046135754908576e+00 3.366932011668024051e-06
3.531343861556885511e+00 1.247226521699132589e-06
4.445698525097306231e+00 -1.515838612005913819e-06
5.596802846420849242e+00 1.481143521668071509e-06
7.045957328161134292e+00 5.993732249544539783e-07
8.870334730839386950e+00 -1.164061242960855555e-06
1.116708980377407912e+01 3.170144245814240202e-07
1.405853312975872704e+01 7.186481817090561097e-07
1.769864460960344488e+01 -7.641703284857439261e-07
2.228127345334363341e+01 -1.277870330468373671e-07
2.805046135754907866e+01 -2.301042964048957732e-07
3.531343861556884889e+01 3.629236638913483574e-07
4.445698525097307652e+01 -6.039658602117958156e-07
5.596802846420851552e+01 -4.413316529149061795e-07
7.045957328161131272e+01 -7.472990251527830236e-08
8.870334730839388726e+01 3.571065808427205251e-07
1.116708980377407130e+02 2.635535496892197612e-07
1.405853312975872882e+02 -1.178200671728161191e-07
1.769864460960343422e+02 -9.564131313549035769e-09
2.228127345334363838e+02 7.778669368670637074e-08
2.805046135754906231e+02 -1.606885690535362298e-07
3.531343861556885599e+02 -2.918298132434638942e-07
4.445698525097302536e+02 -4.664565068012585330e-08
5.596802846420847573e+02 -1.917397072436260955e-07
7.045957328161139230e+02 -6.192248789926029396e-08
8.870334730839383610e+02 1.551134927072181209e-07
