# xi_im, xi_npair, xi_weight, Rg
-1.113446882185032603e-04 2.887384600000000000e+07 2.607506143101692200e+08 6.786761501920892670e-01
2.295872528788724332e-05 4.528302900000000000e+07 4.089710486609711647e+08 6.786761501920892670e-01
2.605860124676332779e-05 7.142835400000000000e+07 6.450405344822354317e+08 6.786761501920892670e-01
2.254149335038946818e-05 1.126298990000000000e+08 1.016987681361633778e+09 6.786761501920892670e-01
6.544143875768926949e-06 1.776119470000000000e+08 1.603670669895652771e+09 6.786761501920892670e-01
-2.454673067138417089e-05 2.802141480000000000e+08 2.529751138290447235e+09 6.786761501920892670e-01
7.068224609883041750e-08 4.424199250000000000e+08 3.993961147804949760e+09 6.786761501920892670e-01
-1.292186298952982525e-05 6.981671850000000000e+08 6.302532826201806068e+09 6.786761501920892670e-01
-9.106773337284962153e-06 1.101935979000000000e+09 9.947067554765403748e+09 6.786761501920892670e-01
-8.601563594562167949e-06 1.740242640000000000e+09 1.570858202338393021e+10 6.786761501920892670e-01
-7.812822588353909173e-06 2.746980475000000000e+09 2.479586992468341446e+10 6.786761501920892670e-01
2.480683826853744212e-06 4.335163921000000000e+09 3.913175039253321838e+10 6.786761501920892670e-01
6.906846312185679740e-06 6.835396209000000000e+09 6.169995316694641876e+10 6.786761501920892670e-01
2.247390141529321891e-06 1.076536178200000000e+10 9.717394079836645508e+10 6.786761501920892670e-01
2.959432631239562397e-06 1.693388263500000000e+10 1.528550012657140198e+11 6.786761501920892670e-01
2.845375189855606189e-06 2.659136185500000000e+10 2.400305640916506348e+11 6.786761501920892670e-01
1.591188803592987274e-06 4.169078113300000000e+10 3.763342876873811035e+11 6.786761501920892670e-01
2.823612467493916312e-06 6.521409738700000000e+10 5.886875861741466064e+11 6.786761501920892670e-01
2.254026669304062813e-06 1.016716501720000000e+11 9.178091140026884766e+11 6.786761501920892670e-01
-7.015414019848808247e-06 1.580483066310000000e+11 1.426823651612206787e+12 6.786761501920892670e-01
-8.643955294227023876e-06 2.448686376770000000e+11 2.210727814207387207e+12 6.786761501920892670e-01
-4.179999185264162163e-06 3.774701895720000000e+11 3.408015922747233887e+12 6.786761501920892670e-01
-3.137594729523832784e-06 5.782025091050000000e+11 5.220611317590741211e+12 6.786761501920892670e-01
-2.360321686396581438e-06 8.766844240380000000e+11 7.915806122277428711e+12 6.786761501920892670e-01
-1.509896892240051139e-06 1.313307515944000000e+12 1.185857612511010352e+13 6.786761501920892670e-01
-6.094617662657315532e-07 1.943538424739000000e+12 1.754927364979549023e+13 6.786761501920892670e-01
