# xi_im, xi_npair, xi_weight, Rg, sum_w_l, sum_w_r,
3.374927882993458473e-06 2.078989405000000000e+09 3.174335179588814163e+10 8.603567189265807214e-01 1.766390000000000000e+06 8.831950000000000000e+07
-1.327604008830013445e-06 3.249450436000000000e+09 4.962359400551741028e+10 8.603567189265807214e-01 1.766390000000000000e+06 8.831950000000000000e+07
-2.231988722758426458e-06 5.121767099000000000e+09 7.821652892139614868e+10 8.603567189265807214e-01 1.766390000000000000e+06 8.831950000000000000e+07
-5.825403916112626129e-06 8.073520313000000000e+09 1.232951253390793304e+11 8.603567189265807214e-01 1.766390000000000000e+06 8.831950000000000000e+07
-1.189341946949442843e-08 1.272823661100000000e+10 1.943811643880794373e+11 8.603567189265807214e-01 1.766390000000000000e+06 8.831950000000000000e+07
3.773385135988441415e-06 2.008066839200000000e+10 3.066642539735677490e+11 8.603567189265807214e-01 1.766390000000000000e+06 8.831950000000000000e+07
5.803790552508981095e-06 3.169963172900000000e+10 4.841056598612160645e+11 8.603567189265807214e-01 1.766390000000000000e+06 8.831950000000000000e+07
-3.038662884200837818e-07 5.001464147400000000e+10 7.638103189152661133e+11 8.603567189265807214e-01 1.766390000000000000e+06 8.831950000000000000e+07
7.451759952176158238e-07 7.893352149100000000e+10 1.205456797816797852e+12 8.603567189265807214e-01 1.766390000000000000e+06 8.831950000000000000e+07
2.581390480760043805e-08 1.246229149220000000e+11 1.903219505961033936e+12 8.603567189265807214e-01 1.766390000000000000e+06 8.831950000000000000e+07
-1.273717686500118715e-06 1.966737138680000000e+11 3.003582058437997070e+12 8.603567189265807214e-01 1.766390000000000000e+06 8.831950000000000000e+07
8.746169412592316810e-08 3.102751457840000000e+11 4.738430691591881836e+12 8.603567189265807214e-01 1.766390000000000000e+06 8.831950000000000000e+07
1.023845947358450117e-06 4.890567571780000000e+11 7.468529530240780273e+12 8.603567189265807214e-01 1.766390000000000000e+06 8.831950000000000000e+07
7.080050067689891194e-07 7.700872084410000000e+11 1.176005146766802539e+13 8.603567189265807214e-01 1.766390000000000000e+06 8.831950000000000000e+07
2.090242832232265604e-06 1.211167761083000000e+12 1.849531661763407422e+13 8.603567189265807214e-01 1.766390000000000000e+06 8.831950000000000000e+07
1.683084011209139157e-06 1.901551582653000000e+12 2.903699523955523438e+13 8.603567189265807214e-01 1.766390000000000000e+06 8.831950000000000000e+07
-1.423497095041285767e-07 2.980578895031000000e+12 4.551204084723578125e+13 8.603567189265807214e-01 1.766390000000000000e+06 8.831950000000000000e+07
-4.800545177298843293e-06 4.660157131145000000e+12 7.115549087546323438e+13 8.603567189265807214e-01 1.766390000000000000e+06 8.831950000000000000e+07
-6.737495655375206255e-06 7.261911282108000000e+12 1.108744262265854062e+14 8.603567189265807214e-01 1.766390000000000000e+06 8.831950000000000000e+07
-3.886430668751027310e-06 1.127711342931100000e+13 1.721696428387312188e+14 8.603567189265807214e-01 1.766390000000000000e+06 8.831950000000000000e+07
-1.122050638051386634e-06 1.744977570205600000e+13 2.663926246906539688e+14 8.603567189265807214e-01 1.766390000000000000e+06 8.831950000000000000e+07
-3.672416496175581671e-07 2.687435729324700000e+13 4.102358852943428750e+14 8.603567189265807214e-01 1.766390000000000000e+06 8.831950000000000000e+07
-9.450773258627694171e-07 4.109156412350600000e+13 6.271753945327748750e+14 8.603567189265807214e-01 1.766390000000000000e+06 8.831950000000000000e+07
-1.751069498338073879e-06 6.222302967885100000e+13 9.495419600584475000e+14 8.603567189265807214e-01 1.766390000000000000e+06 8.831950000000000000e+07
-2.697300571275804144e-06 9.309562796970800000e+13 1.420456141685722250e+15 8.603567189265807214e-01 1.766390000000000000e+06 8.831950000000000000e+07
-9.820345034915573489e-07 1.376070222741250000e+14 2.099272455134160000e+15 8.603567189265807214e-01 1.766390000000000000e+06 8.831950000000000000e+07
