# xi_im, xi_npair, xi_weight, Rg
-4.350195340291551697e-05 3.501293900000000000e+07 4.582173352024784088e+08 8.566105685341350862e-01
-1.293366368362507052e-05 5.454682300000000000e+07 7.135549663877372742e+08 8.566105685341350862e-01
1.305443281051610238e-05 8.552702400000000000e+07 1.118192289662075043e+09 8.566105685341350862e-01
1.206113816242822488e-05 1.342074350000000000e+08 1.753660705232674599e+09 8.566105685341350862e-01
-5.135868719601107898e-06 2.106509550000000000e+08 2.751367617691217899e+09 8.566105685341350862e-01
2.598789669516742560e-05 3.311282690000000000e+08 4.323449146173271179e+09 8.566105685341350862e-01
-8.108795154548568369e-06 5.210240070000000000e+08 6.800415726727708817e+09 8.566105685341350862e-01
8.884077276437647881e-06 8.195691840000000000e+08 1.069425072797188187e+10 8.566105685341350862e-01
5.911133519489221004e-06 1.289724578000000000e+09 1.682496832004103470e+10 8.566105685341350862e-01
-2.666670250663443846e-07 2.031391378000000000e+09 2.649475357371360016e+10 8.566105685341350862e-01
1.064286885139289705e-05 3.198629420000000000e+09 4.170967087546118164e+10 8.566105685341350862e-01
2.792219502684895533e-06 5.036915395000000000e+09 6.566823478715623474e+10 8.566105685341350862e-01
-3.656681891034820812e-06 7.926928630000000000e+09 1.033305874948502045e+11 8.566105685341350862e-01
-1.613178911134840145e-06 1.246290273100000000e+10 1.624393961624615784e+11 8.566105685341350862e-01
-9.977803571687748329e-06 1.957798621200000000e+10 2.551482620257239075e+11 8.566105685341350862e-01
-9.209400711207770416e-06 3.070040124500000000e+10 4.000545127941663818e+11 8.566105685341350862e-01
-3.636322484611393944e-06 4.807430400300000000e+10 6.263922772521944580e+11 8.566105685341350862e-01
-1.729675736499540227e-06 7.511411547900000000e+10 9.786469536309805908e+11 8.566105685341350862e-01
1.644675089942466939e-06 1.169426880140000000e+11 1.523534976801273926e+12 8.566105685341350862e-01
-1.016488503408515773e-06 1.814853825290000000e+11 2.364429381282057129e+12 8.566105685341350862e-01
-1.088257496843052105e-06 2.806836260970000000e+11 3.656919890276198730e+12 8.566105685341350862e-01
-1.104140893706490431e-06 4.319322302560000000e+11 5.627632357304152344e+12 8.566105685341350862e-01
-4.968539009504837035e-06 6.599120387900000000e+11 8.598071535773440430e+12 8.566105685341350862e-01
-4.814114617010308575e-06 9.977521004670000000e+11 1.299939889470943750e+13 8.566105685341350862e-01
-4.553985864976684372e-06 1.491976032351000000e+12 1.943833766587782031e+13 8.566105685341350862e-01
-3.899342674874284631e-07 2.205697543704000000e+12 2.873424077866800391e+13 8.566105685341350862e-01
