# theta, boost
2.805046135754908576e+00 1.005853851311427904e+00
3.531343861556885511e+00 1.005239302892580788e+00
4.445698525097306231e+00 1.004449049544278827e+00
5.596802846420849242e+00 1.003567046687884323e+00
7.045957328161134292e+00 1.002857178184852982e+00
8.870334730839386950e+00 1.002266652843375239e+00
1.116708980377407912e+01 1.001585026564532077e+00
1.405853312975872704e+01 1.001188252368618858e+00
1.769864460960344488e+01 1.000704717535386701e+00
2.228127345334363341e+01 1.000471680360858651e+00
2.805046135754907866e+01 1.000279032370972931e+00
3.531343861556884889e+01 1.000368711376619979e+00
4.445698525097307652e+01 1.000473039857552759e+00
5.596802846420851552e+01 1.000422507097386227e+00
7.045957328161131272e+01 1.000436263910893686e+00
8.870334730839388726e+01 1.000100123441252986e+00
1.116708980377407130e+02 9.998726400664413871e-01
1.405853312975872882e+02 1.000170980729297554e+00
1.769864460960343422e+02 1.000385722983946568e+00
2.228127345334363838e+02 1.000119002092626053e+00
2.805046135754906231e+02 1.000301052863171059e+00
3.531343861556885599e+02 1.000156354462004904e+00
4.445698525097302536e+02 1.000018499277678830e+00
5.596802846420847573e+02 9.998063116823173724e-01
7.045957328161139230e+02 9.997106517505571777e-01
8.870334730839383610e+02 9.999899123333720885e-01
