# theta, boost
2.805046135754908576e+00 1.067274823114223947e+00
3.531343861556885511e+00 1.055829616872154597e+00
4.445698525097306231e+00 1.046829626160024951e+00
5.596802846420849242e+00 1.039910713101657169e+00
7.045957328161134292e+00 1.033891010185240988e+00
8.870334730839386950e+00 1.028579331164420019e+00
1.116708980377407912e+01 1.024289162736245817e+00
1.405853312975872704e+01 1.020262904730199205e+00
1.769864460960344488e+01 1.016656312375901594e+00
2.228127345334363341e+01 1.013711330142480715e+00
2.805046135754907866e+01 1.011060645844362282e+00
3.531343861556884889e+01 1.008568302187665244e+00
4.445698525097307652e+01 1.006462845853005827e+00
5.596802846420851552e+01 1.004693669870026840e+00
7.045957328161131272e+01 1.003135184585644879e+00
8.870334730839388726e+01 1.001795574489780183e+00
1.116708980377407130e+02 1.000589092245476985e+00
1.405853312975872882e+02 9.998911836572360601e-01
1.769864460960343422e+02 9.994912306945935576e-01
2.228127345334363838e+02 9.993226868559729192e-01
2.805046135754906231e+02 9.993551713123711711e-01
3.531343861556885599e+02 9.993341468517703552e-01
4.445698525097302536e+02 9.996975072167043619e-01
5.596802846420847573e+02 9.996772391537630531e-01
7.045957328161139230e+02 9.998016473110497015e-01
8.870334730839383610e+02 1.000165674566659835e+00
