# theta, boost
2.805046135754908576e+00 1.044852586759453139e+00
3.531343861556885511e+00 1.038562156538624492e+00
4.445698525097306231e+00 1.033002938736425458e+00
5.596802846420849242e+00 1.028397526350542490e+00
7.045957328161134292e+00 1.024064147400176372e+00
8.870334730839386950e+00 1.019913401269983311e+00
1.116708980377407912e+01 1.016372762605429969e+00
1.405853312975872704e+01 1.013337342906597049e+00
1.769864460960344488e+01 1.010700789572797076e+00
2.228127345334363341e+01 1.008358480109063260e+00
2.805046135754907866e+01 1.006217474837173054e+00
3.531343861556884889e+01 1.004489173568350768e+00
4.445698525097307652e+01 1.003177460472144622e+00
5.596802846420851552e+01 1.002093017990305146e+00
7.045957328161131272e+01 1.001236601136306970e+00
8.870334730839388726e+01 1.000655440277242514e+00
1.116708980377407130e+02 1.000119233029462373e+00
1.405853312975872882e+02 9.998696980726796690e-01
1.769864460960343422e+02 9.996233127012180697e-01
2.228127345334363838e+02 9.994136666504433997e-01
2.805046135754906231e+02 9.993819826973044940e-01
3.531343861556885599e+02 9.992923732647508439e-01
4.445698525097302536e+02 9.992316374743643870e-01
5.596802846420847573e+02 9.990175044876554722e-01
7.045957328161139230e+02 9.989665087952551703e-01
8.870334730839383610e+02 9.994183469028468103e-01
