# theta, gamma_t
2.805046135754908576e+00 -2.463254793427781292e-06
3.531343861556885511e+00 -8.262389414964207895e-06
4.445698525097306231e+00 -7.113770350109798120e-06
5.596802846420849242e+00 -1.189043433731006493e-05
7.045957328161134292e+00 -8.584079050358038845e-06
8.870334730839386950e+00 -4.606918547396340625e-06
1.116708980377407912e+01 -2.819586900684937088e-06
1.405853312975872704e+01 -5.687751590774606479e-06
1.769864460960344488e+01 -5.138178880838864833e-06
2.228127345334363341e+01 -4.455035046592757875e-06
2.805046135754907866e+01 -7.340917269139040622e-06
3.531343861556884889e+01 -4.334830026564407547e-06
4.445698525097307652e+01 -2.300847921115269897e-06
5.596802846420851552e+01 -4.038324222372218393e-06
7.045957328161131272e+01 -6.619689169572759770e-06
8.870334730839388726e+01 -4.365835448714807327e-06
1.116708980377407130e+02 -3.725076171693441080e-06
1.405853312975872882e+02 -3.617818472746964470e-06
1.769864460960343422e+02 -6.694101746843643309e-06
2.228127345334363838e+02 -5.123505223271811331e-06
2.805046135754906231e+02 -4.279771163743278807e-06
3.531343861556885599e+02 -8.654507921578627198e-07
4.445698525097302536e+02 -6.654203171559254486e-07
5.596802846420847573e+02 4.573975957321299275e-07
7.045957328161139230e+02 -1.646990639374404969e-06
8.870334730839383610e+02 -2.041057597376877204e-06
