# theta, gamma_t
2.805046135754908576e+00 -1.505366263781457831e-05
3.531343861556885511e+00 -6.974901821442972459e-06
4.445698525097306231e+00 -3.086549090057868863e-06
5.596802846420849242e+00 -8.502866096133828013e-06
7.045957328161134292e+00 -5.184616279083195320e-06
8.870334730839386950e+00 -5.929714410203532409e-06
1.116708980377407912e+01 -4.507644807964526856e-06
1.405853312975872704e+01 -3.858248418359860096e-06
1.769864460960344488e+01 -7.229773318241881050e-06
2.228127345334363341e+01 -4.790112723773270547e-06
2.805046135754907866e+01 -6.069304126216832384e-06
3.531343861556884889e+01 -4.513357554196734239e-06
4.445698525097307652e+01 -2.320617360673705167e-06
5.596802846420851552e+01 -4.670286002636124955e-06
7.045957328161131272e+01 -7.166362999176078499e-06
8.870334730839388726e+01 -4.358163226013951750e-06
1.116708980377407130e+02 -3.603273704860808867e-06
1.405853312975872882e+02 -3.615499119780317485e-06
1.769864460960343422e+02 -6.677228993736283207e-06
2.228127345334363838e+02 -5.214548230302112561e-06
2.805046135754906231e+02 -4.079463808067904592e-06
3.531343861556885599e+02 -8.423470097312527797e-07
4.445698525097302536e+02 -5.950225685401590929e-07
5.596802846420847573e+02 4.874122304048756982e-07
7.045957328161139230e+02 -1.643273666636857161e-06
8.870334730839383610e+02 -2.010402355623628877e-06
